"airline","flight","source_city","departure_time","stops","arrival_time","destination_city","class","duration","days_left","price"
"Air_India","AI-765","Kolkata","Evening","one","Afternoon","Delhi","Business",19.75,8,48079
"Vistara","UK-705","Delhi","Early_Morning","zero","Morning","Kolkata","Business",2.08,47,27976
"Vistara","UK-996","Mumbai","Evening","one","Afternoon","Hyderabad","Economy",18.08,1,15918
"Air_India","AI-473","Delhi","Evening","one","Afternoon","Kolkata","Economy",17.83,26,3971
"Indigo","6E-5312","Mumbai","Morning","one","Afternoon","Chennai","Economy",4.33,41,1890
"Air_India","AI-672","Chennai","Afternoon","two_or_more","Night","Delhi","Economy",8.83,14,12708
"Vistara","UK-771","Mumbai","Early_Morning","one","Evening","Delhi","Business",10.75,28,59021
"Air_India","AI-838","Hyderabad","Afternoon","zero","Afternoon","Delhi","Business",2.25,18,24122
"Indigo","6E-6111","Chennai","Morning","one","Afternoon","Kolkata","Economy",5.92,41,5798
"Air_India","AI-9894","Chennai","Morning","one","Afternoon","Delhi","Economy",5.33,5,9768
"Vistara","UK-994","Mumbai","Morning","one","Evening","Bangalore","Economy",6.58,25,6450
"Vistara","UK-720","Kolkata","Early_Morning","two_or_more","Evening","Bangalore","Economy",9.83,30,8321
"Air_India","AI-559","Hyderabad","Early_Morning","one","Evening","Bangalore","Business",9.58,48,56590
"SpiceJet","SG-4010","Chennai","Morning","one","Morning","Kolkata","Economy",24.17,5,5041
"GO_FIRST","G8-426","Hyderabad","Night","one","Morning","Mumbai","Economy",10.83,31,4165
"Indigo","6E-7136","Hyderabad","Morning","one","Night","Mumbai","Economy",10.75,8,12696
"Indigo","6E-136","Mumbai","Early_Morning","one","Morning","Bangalore","Economy",5.5,43,2124
"Vistara","UK-637","Delhi","Evening","one","Morning","Mumbai","Business",18.33,48,36577
"Air_India","AI-660","Mumbai","Evening","one","Evening","Kolkata","Business",25.17,25,49725
"SpiceJet","SG-1091","Delhi","Evening","zero","Night","Mumbai","Economy",2.17,6,5953
"GO_FIRST","G8-789","Kolkata","Morning","one","Night","Mumbai","Economy",13.92,38,5507
"AirAsia","I5-775","Delhi","Afternoon","one","Evening","Hyderabad","Economy",6.92,14,12780
"Vistara","UK-876","Hyderabad","Night","one","Night","Chennai","Business",25.5,48,41314
"GO_FIRST","G8-803","Bangalore","Evening","one","Night","Delhi","Economy",4.67,20,7474
"SpiceJet","SG-1031","Bangalore","Early_Morning","zero","Early_Morning","Chennai","Economy",1.08,11,3497
"Air_India","AI-539","Chennai","Evening","one","Afternoon","Mumbai","Economy",19.83,23,5617
"Vistara","UK-970","Mumbai","Morning","one","Night","Chennai","Business",11.5,42,64173
"GO_FIRST","G8-7535","Delhi","Evening","one","Night","Chennai","Economy",5.33,19,4896
"Vistara","UK-977","Delhi","Evening","one","Morning","Chennai","Business",16.92,45,60232
"Air_India","AI-9745","Kolkata","Morning","two_or_more","Evening","Bangalore","Economy",30.92,38,7294
"Vistara","UK-860","Hyderabad","Early_Morning","one","Afternoon","Mumbai","Business",7.17,26,52715
"Vistara","UK-870","Hyderabad","Night","one","Morning","Mumbai","Economy",15,23,4660
"Indigo","6E-7211","Hyderabad","Morning","one","Afternoon","Bangalore","Economy",4.08,27,5136
"AirAsia","I5-517","Chennai","Morning","two_or_more","Late_Night","Delhi","Economy",16,25,2477
"Indigo","6E-199","Hyderabad","Early_Morning","zero","Early_Morning","Mumbai","Economy",1.5,12,4453
"Vistara","UK-816","Bangalore","Morning","one","Evening","Kolkata","Business",8.08,28,72268
"Vistara","UK-880","Hyderabad","Afternoon","one","Night","Chennai","Business",6.83,24,58282
"Air_India","AI-645","Mumbai","Morning","one","Evening","Delhi","Business",6.92,41,29764
"Indigo","6E-2033","Delhi","Late_Night","one","Early_Morning","Mumbai","Economy",5.5,49,2410
"Air_India","AI-526","Kolkata","Evening","one","Early_Morning","Mumbai","Business",12.17,45,37526
"Vistara","UK-878","Hyderabad","Afternoon","one","Late_Night","Delhi","Business",11.25,44,51875
"GO_FIRST","G8-7547","Bangalore","Morning","one","Night","Kolkata","Economy",13.58,37,6186
"Vistara","UK-977","Delhi","Evening","one","Morning","Chennai","Business",13.83,38,60232
"Air_India","AI-773","Kolkata","Evening","zero","Night","Mumbai","Business",2.83,34,31982
"GO_FIRST","G8-365","Mumbai","Early_Morning","one","Morning","Delhi","Economy",4.5,11,8857
"Vistara","UK-878","Hyderabad","Afternoon","one","Night","Delhi","Economy",9,44,6292
"Vistara","UK-874","Hyderabad","Morning","one","Afternoon","Delhi","Business",5.58,31,51875
"Vistara","UK-813","Delhi","Evening","one","Night","Mumbai","Business",5.83,21,53164
"Air_India","AI-9643","Delhi","Evening","one","Afternoon","Bangalore","Economy",17.83,14,6275
"Air_India","AI-770","Kolkata","Night","zero","Night","Delhi","Business",2.5,2,29630
"AirAsia","I5-798","Delhi","Afternoon","one","Late_Night","Mumbai","Economy",13.75,28,2409
"Vistara","UK-846","Bangalore","Morning","one","Evening","Delhi","Economy",8.42,36,4111
"Air_India","AI-559","Hyderabad","Early_Morning","one","Evening","Mumbai","Economy",11.5,39,4363
"Air_India","AI-887","Delhi","Early_Morning","one","Early_Morning","Chennai","Economy",24.33,22,3988
"Vistara","UK-981","Delhi","Night","one","Morning","Bangalore","Economy",13.08,33,4272
"Vistara","UK-772","Kolkata","Morning","one","Early_Morning","Hyderabad","Economy",21.42,49,7271
"GO_FIRST","G8-283","Bangalore","Early_Morning","two_or_more","Night","Mumbai","Economy",17,21,8944
"Vistara","UK-824","Chennai","Night","one","Evening","Kolkata","Business",20.33,40,54896
"Air_India","AI-505","Bangalore","Morning","zero","Afternoon","Delhi","Economy",2.58,17,4071
"Air_India","AI-698","Hyderabad","Night","one","Morning","Chennai","Economy",12.67,36,3813
"Indigo","6E-827","Hyderabad","Morning","one","Afternoon","Chennai","Economy",3.92,22,3194
"SpiceJet","SG-678","Chennai","Early_Morning","one","Night","Delhi","Economy",15.42,12,7352
"Indigo","6E-2479","Delhi","Morning","one","Evening","Hyderabad","Economy",7,31,3457
"AirAsia","I5-783","Delhi","Early_Morning","one","Evening","Bangalore","Economy",11.92,25,4019
"Vistara","UK-953","Delhi","Night","one","Evening","Kolkata","Business",20.25,49,53209
"Vistara","UK-776","Kolkata","Evening","one","Afternoon","Hyderabad","Economy",18.67,15,10782
"Indigo","6E-6151","Hyderabad","Morning","one","Afternoon","Bangalore","Economy",4.25,4,9819
"Vistara","UK-878","Hyderabad","Afternoon","one","Evening","Kolkata","Economy",27.92,31,7767
"Indigo","6E-397","Delhi","Afternoon","one","Night","Hyderabad","Economy",8.75,26,4393
"AirAsia","I5-517","Hyderabad","Morning","one","Night","Delhi","Economy",11.83,17,4860
"Air_India","AI-673","Mumbai","Early_Morning","one","Night","Delhi","Business",13,22,40435
"SpiceJet","SG-3832","Kolkata","Morning","one","Afternoon","Hyderabad","Economy",3.67,21,6488
"Air_India","AI-774","Mumbai","Night","one","Night","Chennai","Economy",24.42,39,5220
"Air_India","AI-687","Mumbai","Afternoon","one","Morning","Chennai","Economy",16.92,8,13937
"Vistara","UK-854","Bangalore","Evening","one","Morning","Kolkata","Economy",15.25,12,10491
"Air_India","AI-660","Mumbai","Evening","one","Morning","Chennai","Business",14.92,32,49613
"Air_India","AI-635","Mumbai","Early_Morning","one","Night","Kolkata","Business",15.25,14,49725
"Vistara","UK-824","Chennai","Night","one","Early_Morning","Bangalore","Business",11.33,19,44144
"Air_India","AI-543","Hyderabad","Morning","one","Night","Mumbai","Business",10.83,11,45883
"Vistara","UK-832","Chennai","Early_Morning","one","Evening","Mumbai","Economy",12.17,32,5037
"Vistara","UK-801","Delhi","Morning","zero","Morning","Bangalore","Economy",2.75,31,4816
"Air_India","AI-766","Chennai","Morning","one","Night","Mumbai","Economy",8.75,42,5132
"Vistara","UK-830","Hyderabad","Morning","one","Evening","Mumbai","Business",6.17,24,52570
"Indigo","6E-5316","Mumbai","Late_Night","zero","Late_Night","Bangalore","Economy",1.58,13,5103
"Vistara","UK-815","Delhi","Morning","one","Night","Mumbai","Economy",13.75,47,6296
"SpiceJet","SG-4009","Bangalore","Early_Morning","one","Night","Kolkata","Economy",14.33,17,4814
"Vistara","UK-994","Mumbai","Morning","one","Night","Bangalore","Business",12.25,35,66928
"Vistara","UK-910","Mumbai","Evening","one","Morning","Bangalore","Business",15.08,40,62448
"Vistara","UK-871","Delhi","Night","one","Morning","Bangalore","Economy",12.25,37,3357
"Vistara","UK-865","Mumbai","Evening","zero","Night","Bangalore","Business",1.75,48,20684
"Vistara","UK-774","Kolkata","Night","one","Early_Morning","Bangalore","Economy",11.25,48,6195
"Vistara","UK-963","Delhi","Morning","one","Evening","Kolkata","Business",8,30,67769
"Vistara","UK-828","Chennai","Early_Morning","one","Evening","Bangalore","Business",10.75,24,44144
"Indigo","6E-6591","Hyderabad","Afternoon","one","Evening","Chennai","Economy",5.08,34,1543
"GO_FIRST","G8-2513","Delhi","Evening","one","Late_Night","Chennai","Economy",8.17,23,4506
"Air_India","AI-837","Delhi","Evening","one","Morning","Mumbai","Economy",15.33,41,3831
"Vistara","UK-829","Delhi","Early_Morning","zero","Morning","Hyderabad","Business",2.33,46,24056
"Air_India","AI-673","Mumbai","Early_Morning","one","Evening","Bangalore","Business",11.25,19,44787
"Vistara","UK-860","Hyderabad","Early_Morning","one","Night","Mumbai","Economy",17,30,5171
"Vistara","UK-822","Chennai","Morning","one","Night","Bangalore","Economy",11.17,36,4755
"Vistara","UK-720","Kolkata","Early_Morning","one","Evening","Mumbai","Economy",11.92,24,6067
"AirAsia","I5-942","Mumbai","Afternoon","one","Evening","Hyderabad","Economy",4.67,39,2105
"GO_FIRST","G8-145","Delhi","Early_Morning","one","Morning","Bangalore","Economy",4.75,24,10672
"Air_India","AI-809","Mumbai","Morning","one","Evening","Kolkata","Economy",9.17,10,11508
"AirAsia","I5-2392","Bangalore","Morning","one","Evening","Delhi","Economy",7.58,47,4112
"Vistara","UK-832","Chennai","Early_Morning","one","Afternoon","Mumbai","Economy",7.08,44,4637
"Air_India","AI-770","Kolkata","Night","one","Night","Bangalore","Business",23.58,35,60978
"SpiceJet","SG-276","Mumbai","Early_Morning","one","Morning","Delhi","Economy",4.75,28,3512
"Air_India","AI-502","Delhi","Afternoon","one","Morning","Mumbai","Business",19.08,28,53164
"Indigo","6E-495","Chennai","Early_Morning","one","Afternoon","Mumbai","Economy",5.67,17,4998
"Air_India","AI-651","Mumbai","Morning","two_or_more","Evening","Chennai","Economy",33.17,7,15146
"AirAsia","I5-972","Bangalore","Evening","zero","Evening","Hyderabad","Economy",1.33,6,4339
"Vistara","UK-870","Hyderabad","Night","one","Evening","Bangalore","Economy",20.42,10,14264
"Air_India","AI-430","Chennai","Morning","one","Evening","Mumbai","Economy",10.08,20,4672
"Indigo","6E-6591","Hyderabad","Afternoon","one","Night","Chennai","Economy",7.25,26,4453
"Indigo","6E-7136","Hyderabad","Morning","one","Night","Mumbai","Economy",10.75,44,3359
"Vistara","UK-830","Hyderabad","Morning","one","Morning","Kolkata","Business",22.25,46,69739
"Vistara","UK-830","Hyderabad","Morning","one","Night","Mumbai","Business",9.75,34,60555
"AirAsia","I5-336","Mumbai","Night","one","Morning","Hyderabad","Economy",12.58,20,2105
"Vistara","UK-747","Delhi","Early_Morning","zero","Morning","Kolkata","Economy",2.08,43,4000
"Air_India","AI-440","Chennai","Early_Morning","one","Evening","Mumbai","Business",11.83,13,49553
"Vistara","UK-708","Kolkata","Night","one","Morning","Mumbai","Economy",13.33,9,12210
"GO_FIRST","G8-339","Mumbai","Evening","one","Morning","Hyderabad","Economy",15.5,34,3916
"Vistara","UK-706","Kolkata","Morning","one","Night","Hyderabad","Business",10.67,12,67497
"Vistara","UK-810","Bangalore","Early_Morning","one","Afternoon","Mumbai","Economy",7,25,6568
"Vistara","UK-994","Mumbai","Morning","one","Evening","Kolkata","Economy",7.67,31,5949
"Vistara","UK-954","Mumbai","Early_Morning","one","Night","Bangalore","Economy",16.67,19,6450
"Vistara","UK-863","Mumbai","Morning","one","Night","Delhi","Business",12.5,33,53152
"Vistara","UK-838","Chennai","Night","one","Afternoon","Mumbai","Economy",17.92,20,4637
"Vistara","UK-778","Kolkata","Afternoon","one","Night","Mumbai","Business",7.5,11,51167
"Vistara","UK-940","Mumbai","Evening","one","Evening","Chennai","Economy",20.58,7,12468
"Vistara","UK-981","Delhi","Night","zero","Night","Mumbai","Business",2.17,39,42424
"Vistara","UK-810","Bangalore","Early_Morning","zero","Morning","Delhi","Economy",2.67,32,4502
"Air_India","AI-889","Delhi","Morning","one","Evening","Kolkata","Business",8.58,9,42212
"Vistara","UK-902","Mumbai","Afternoon","one","Morning","Kolkata","Business",16.58,48,62045
"AirAsia","I5-996","Bangalore","Evening","one","Early_Morning","Mumbai","Economy",11.17,24,2203
"Air_India","AI-440","Chennai","Early_Morning","one","Night","Kolkata","Economy",17.5,43,7157
"Indigo","6E-312","Mumbai","Early_Morning","one","Afternoon","Kolkata","Economy",6.75,31,7382
"Vistara","UK-897","Bangalore","Early_Morning","one","Evening","Delhi","Economy",12,30,3811
"Air_India","AI-439","Delhi","Early_Morning","one","Morning","Hyderabad","Economy",27.83,38,3551
"AirAsia","I5-1518","Hyderabad","Evening","one","Morning","Kolkata","Economy",13.25,19,2056
"Air_India","AI-540","Delhi","Night","one","Morning","Kolkata","Economy",14.17,2,12150
"Air_India","AI-669","Mumbai","Morning","two_or_more","Morning","Bangalore","Economy",20.92,14,15344
"Vistara","UK-930","Mumbai","Early_Morning","one","Evening","Kolkata","Economy",10.58,17,6634
"Vistara","UK-738","Kolkata","Evening","one","Evening","Bangalore","Economy",24.08,13,11675
"Vistara","UK-870","Hyderabad","Night","one","Night","Kolkata","Business",26.17,10,51819
"Vistara","UK-994","Mumbai","Morning","one","Night","Chennai","Economy",12.33,31,4249
"Air_India","AI-503","Bangalore","Evening","one","Morning","Hyderabad","Business",16.67,28,56476
"Vistara","UK-705","Delhi","Early_Morning","zero","Morning","Kolkata","Business",2.08,12,27976
"Vistara","UK-870","Hyderabad","Night","one","Evening","Kolkata","Business",23,26,63579
"Vistara","UK-854","Bangalore","Evening","one","Late_Night","Delhi","Economy",5.75,38,4111
"Vistara","UK-933","Delhi","Afternoon","one","Night","Hyderabad","Economy",5.42,13,9840
"Vistara","UK-873","Mumbai","Early_Morning","one","Evening","Delhi","Economy",13.67,47,5232
"Vistara","UK-874","Hyderabad","Morning","one","Morning","Bangalore","Business",26.25,16,38099
"Vistara","UK-807","Delhi","Night","one","Night","Hyderabad","Economy",24.25,23,5761
"AirAsia","I5-722","Bangalore","Late_Night","one","Early_Morning","Mumbai","Economy",6.17,15,5174
"Vistara","UK-878","Hyderabad","Afternoon","one","Night","Delhi","Business",9,17,54115
"Vistara","UK-822","Chennai","Morning","one","Evening","Kolkata","Business",10.17,35,54896
"AirAsia","I5-991","Kolkata","Evening","zero","Evening","Bangalore","Economy",2.83,4,6490
"SpiceJet","SG-3832","Kolkata","Morning","one","Afternoon","Hyderabad","Economy",3.67,40,5227
"Vistara","UK-832","Chennai","Early_Morning","one","Night","Mumbai","Business",14.33,10,64113
"SpiceJet","SG-3283","Hyderabad","Evening","one","Evening","Delhi","Economy",26.83,33,10121
"GO_FIRST","G8-319","Mumbai","Morning","one","Night","Bangalore","Economy",11.5,41,6319
"Air_India","AI-559","Hyderabad","Early_Morning","one","Evening","Bangalore","Business",9.75,31,56590
"Indigo","6E-7561","Kolkata","Early_Morning","one","Afternoon","Delhi","Economy",8.17,12,6489
"GO_FIRST","G8-571","Hyderabad","Night","one","Early_Morning","Mumbai","Economy",11.67,38,6476
"Vistara","UK-870","Hyderabad","Night","one","Afternoon","Mumbai","Business",18.42,32,58315
"Air_India","AI-515","Hyderabad","Morning","one","Afternoon","Delhi","Economy",27.42,4,11488
"Vistara","UK-705","Delhi","Early_Morning","one","Afternoon","Mumbai","Economy",5.5,12,14040
"Vistara","UK-808","Bangalore","Early_Morning","one","Night","Mumbai","Economy",13.25,47,7212
"Air_India","AI-762","Delhi","Night","zero","Night","Kolkata","Business",2.08,1,29096
"Indigo","6E-6212","Bangalore","Morning","zero","Morning","Chennai","Economy",1.08,41,1604
"Air_India","AI-506","Delhi","Morning","zero","Afternoon","Bangalore","Business",2.75,28,32859
"Air_India","AI-868","Delhi","Evening","one","Early_Morning","Chennai","Business",13.33,5,45257
"Vistara","UK-958","Mumbai","Afternoon","one","Evening","Bangalore","Business",6.42,25,54608
"Indigo","6E-6205","Delhi","Afternoon","one","Night","Chennai","Economy",7.17,12,7950
"Indigo","6E-5207","Hyderabad","Morning","zero","Morning","Mumbai","Economy",1.58,13,4453
"AirAsia","I5-991","Kolkata","Evening","one","Early_Morning","Chennai","Economy",15.5,30,3961
"Vistara","UK-850","Bangalore","Evening","one","Morning","Delhi","Economy",12.67,40,4111
"Air_India","AI-645","Mumbai","Morning","one","Evening","Delhi","Economy",6.75,49,4768
"AirAsia","I5-775","Delhi","Afternoon","one","Evening","Hyderabad","Economy",6.92,23,5953
"Indigo","6E-6217","Chennai","Night","one","Early_Morning","Kolkata","Economy",7.33,23,3407
"Vistara","UK-993","Delhi","Afternoon","one","Night","Bangalore","Economy",10,23,4496
"Air_India","AI-840","Hyderabad","Night","one","Morning","Chennai","Economy",12.08,24,4229
"Indigo","6E-959","Bangalore","Afternoon","one","Night","Kolkata","Economy",8,41,3393
"Air_India","AI-9518","Hyderabad","Night","zero","Night","Bangalore","Economy",1.5,33,2091
"Air_India","AI-698","Hyderabad","Night","one","Afternoon","Delhi","Economy",14,8,12538
"Vistara","UK-824","Chennai","Night","one","Night","Hyderabad","Economy",24.42,49,5732
"Air_India","AI-770","Kolkata","Night","one","Evening","Mumbai","Economy",19.92,15,11490
"Air_India","AI-879","Delhi","Morning","one","Evening","Kolkata","Economy",5.42,38,7206
"Vistara","UK-993","Delhi","Afternoon","one","Night","Bangalore","Economy",10,10,11730
"Air_India","AI-635","Mumbai","Early_Morning","one","Night","Bangalore","Business",13,48,54608
"Vistara","UK-771","Mumbai","Early_Morning","one","Night","Delhi","Economy",14.17,44,7576
"Air_India","AI-541","Hyderabad","Evening","zero","Evening","Delhi","Economy",2.25,11,6133
"GO_FIRST","G8-319","Mumbai","Morning","one","Night","Hyderabad","Economy",11.92,10,11953
"AirAsia","I5-972","Bangalore","Evening","two_or_more","Late_Night","Delhi","Economy",8.75,25,2723
"GO_FIRST","G8-302","Chennai","Early_Morning","one","Evening","Delhi","Economy",11.58,27,4827
"Vistara","UK-683","Delhi","Afternoon","one","Afternoon","Mumbai","Business",25.58,33,29837
"Air_India","AI-787","Kolkata","Early_Morning","one","Morning","Chennai","Economy",4.75,2,12202
"Vistara","UK-988","Mumbai","Night","one","Morning","Kolkata","Economy",12.67,10,10058
"AirAsia","I5-775","Delhi","Afternoon","two_or_more","Night","Bangalore","Economy",8.58,19,6008
"SpiceJet","SG-8157","Delhi","Early_Morning","one","Night","Chennai","Economy",15,18,4149
"Air_India","AI-805","Delhi","Evening","one","Night","Hyderabad","Business",26.42,47,39321
"GO_FIRST","G8-399","Bangalore","Night","zero","Night","Mumbai","Economy",1.92,27,2201
"Air_India","AI-619","Mumbai","Night","one","Afternoon","Delhi","Business",17.58,22,41101
"Vistara","UK-858","Bangalore","Early_Morning","one","Night","Chennai","Economy",16.42,15,9241
"GO_FIRST","G8-395","Bangalore","Morning","one","Afternoon","Delhi","Economy",7.58,37,4028
"GO_FIRST","G8-2508","Mumbai","Night","one","Morning","Bangalore","Economy",8.92,36,6319
"Vistara","UK-810","Bangalore","Early_Morning","one","Night","Mumbai","Business",15.83,18,54684
"Vistara","UK-860","Hyderabad","Early_Morning","one","Evening","Mumbai","Business",10.83,28,58315
"Air_India","AI-429","Chennai","Afternoon","two_or_more","Evening","Bangalore","Economy",29.17,4,13128
"Air_India","AI-804","Bangalore","Early_Morning","one","Evening","Chennai","Business",12.83,9,60396
"Vistara","UK-950","Mumbai","Night","zero","Late_Night","Delhi","Business",2.25,27,34460
"Air_India","AI-559","Hyderabad","Early_Morning","one","Evening","Mumbai","Business",13.5,41,45883
"Air_India","AI-888","Mumbai","Evening","one","Afternoon","Kolkata","Economy",19.5,27,4977
"AirAsia","I5-818","Bangalore","Early_Morning","one","Evening","Delhi","Economy",12.75,42,3467
"Vistara","UK-945","Delhi","Morning","one","Evening","Chennai","Economy",8.25,33,4979
"GO_FIRST","G8-792","Kolkata","Evening","one","Night","Delhi","Economy",7,49,7804
"Indigo","6E-2516","Kolkata","Evening","zero","Evening","Delhi","Economy",2.5,10,7119
"Vistara","UK-876","Hyderabad","Night","one","Morning","Kolkata","Economy",12.08,12,9891
"Vistara","UK-890","Hyderabad","Evening","one","Evening","Kolkata","Business",25.92,32,60074
"Air_India","AI-501","Bangalore","Afternoon","one","Night","Mumbai","Business",7.92,16,54684
"Vistara","UK-867","Bangalore","Afternoon","two_or_more","Evening","Chennai","Business",31.17,30,59106
"Vistara","UK-854","Bangalore","Evening","one","Morning","Kolkata","Business",15.25,44,51817
"Indigo","6E-6258","Mumbai","Morning","one","Evening","Bangalore","Economy",6.42,31,2124
"Vistara","UK-818","Bangalore","Evening","one","Morning","Kolkata","Business",13.92,3,79548
"Air_India","AI-867","Mumbai","Night","one","Morning","Chennai","Economy",11.42,33,4417
"Indigo","6E-6326","Bangalore","Morning","one","Evening","Kolkata","Economy",5.83,12,8118
"Air_India","AI-868","Delhi","Evening","one","Morning","Bangalore","Business",17.17,12,42457
"GO_FIRST","G8-286","Delhi","Morning","one","Late_Night","Hyderabad","Economy",13.5,48,6074
"AirAsia","I5-713","Delhi","Evening","two_or_more","Morning","Chennai","Economy",16.33,24,1998
"Vistara","UK-940","Mumbai","Evening","one","Evening","Kolkata","Business",22.33,10,90941
"Air_India","AI-9720","Kolkata","Early_Morning","one","Evening","Mumbai","Economy",9.67,13,8064
"Air_India","AI-732","Kolkata","Afternoon","one","Morning","Chennai","Economy",21.92,5,23289
"GO_FIRST","G8-395","Bangalore","Morning","one","Night","Chennai","Economy",14.17,34,4687
"Vistara","UK-876","Hyderabad","Night","one","Afternoon","Delhi","Business",16.5,39,51875
"Indigo","6E-6016","Chennai","Evening","zero","Night","Kolkata","Economy",2.17,43,2359
"Air_India","AI-840","Hyderabad","Night","zero","Night","Delhi","Economy",2.17,24,2276
"GO_FIRST","G8-345","Mumbai","Night","one","Early_Morning","Kolkata","Economy",9.33,15,7412
"Vistara","UK-876","Hyderabad","Night","one","Evening","Bangalore","Business",20.17,38,38099
"Air_India","AI-569","Chennai","Early_Morning","one","Evening","Delhi","Economy",13,33,3916
"Vistara","UK-708","Kolkata","Night","one","Night","Chennai","Business",26.42,46,55983
"Indigo","6E-6817","Mumbai","Night","zero","Late_Night","Bangalore","Economy",1.75,49,2124
"AirAsia","I5-336","Mumbai","Night","one","Late_Night","Kolkata","Economy",5.42,44,2836
"Air_India","AI-805","Delhi","Evening","one","Afternoon","Kolkata","Business",16.17,28,53209
"GO_FIRST","G8-302","Chennai","Early_Morning","one","Evening","Bangalore","Economy",11.17,15,10469
"GO_FIRST","G8-285","Bangalore","Afternoon","one","Evening","Mumbai","Economy",3.92,15,5177
"Vistara","UK-774","Kolkata","Night","one","Morning","Delhi","Business",12,41,61583
"Indigo","6E-6021","Kolkata","Afternoon","one","Evening","Delhi","Economy",6,14,6977
"Vistara","UK-874","Hyderabad","Morning","one","Evening","Chennai","Business",11.42,9,41314
"Indigo","6E-2769","Delhi","Morning","one","Afternoon","Bangalore","Economy",6.25,33,3302
"Vistara","UK-776","Kolkata","Evening","one","Morning","Bangalore","Economy",17.17,36,6195
"Air_India","AI-525","Hyderabad","Early_Morning","one","Morning","Delhi","Economy",27.25,28,4593
"Air_India","AI-865","Delhi","Morning","one","Early_Morning","Chennai","Economy",20.67,12,11520
"GO_FIRST","G8-385","Bangalore","Early_Morning","one","Afternoon","Delhi","Economy",8.83,31,4028
"Air_India","AI-537","Delhi","Evening","one","Morning","Mumbai","Business",15.83,4,50969
"Vistara","UK-826","Chennai","Afternoon","one","Night","Bangalore","Business",8.42,32,44144
"Air_India","AI-640","Bangalore","Early_Morning","one","Night","Hyderabad","Economy",14.83,15,9694
"Air_India","AI-678","Delhi","Morning","one","Night","Kolkata","Business",14.67,35,53209
"AirAsia","I5-2461","Bangalore","Evening","one","Late_Night","Kolkata","Economy",10,13,5176
"Vistara","UK-977","Delhi","Evening","one","Morning","Chennai","Economy",13.83,30,5622
"Indigo","6E-417","Kolkata","Afternoon","zero","Evening","Chennai","Economy",2.33,15,7329
"Vistara","UK-851","Mumbai","Early_Morning","two_or_more","Evening","Chennai","Economy",9.33,34,8130
"Vistara","UK-772","Kolkata","Morning","one","Night","Delhi","Economy",11.5,11,14364
"Vistara","UK-852","Bangalore","Morning","one","Night","Chennai","Economy",10.75,33,6120
"Indigo","6E-6215","Chennai","Evening","zero","Evening","Hyderabad","Economy",1,32,1551
"AirAsia","I5-547","Kolkata","Evening","zero","Night","Delhi","Economy",2.67,33,3999
"GO_FIRST","G8-7562","Kolkata","Afternoon","one","Evening","Bangalore","Economy",7.17,11,12546
"AirAsia","I5-5205","Chennai","Afternoon","one","Night","Mumbai","Economy",5.08,38,1830
"Vistara","UK-945","Delhi","Morning","one","Night","Bangalore","Business",11.17,31,49177
"Indigo","6E-2188","Delhi","Morning","zero","Afternoon","Bangalore","Economy",2.75,48,4500
"Vistara","UK-778","Kolkata","Afternoon","one","Morning","Chennai","Business",18.58,9,67743
"Air_India","AI-809","Mumbai","Morning","one","Morning","Bangalore","Economy",22.92,25,6082
"GO_FIRST","G8-399","Bangalore","Night","one","Early_Morning","Chennai","Economy",9.67,26,4687
"Vistara","UK-910","Mumbai","Evening","one","Morning","Chennai","Business",16.33,13,65405
"Vistara","UK-960","Mumbai","Morning","one","Night","Bangalore","Business",8.5,15,66928
"Air_India","AI-440","Chennai","Early_Morning","one","Evening","Bangalore","Economy",10.08,21,7568
"Vistara","UK-852","Bangalore","Morning","zero","Morning","Mumbai","Economy",1.92,40,2150
"GO_FIRST","G8-2511","Delhi","Morning","one","Evening","Bangalore","Economy",5.42,21,5610
"Indigo","6E-6488","Kolkata","Morning","one","Night","Mumbai","Economy",11.33,10,17000
"Indigo","6E-7561","Kolkata","Early_Morning","one","Evening","Chennai","Economy",10.17,34,4222
"Vistara","UK-941","Delhi","Evening","one","Early_Morning","Hyderabad","Economy",15.08,33,6172
"Vistara","UK-836","Chennai","Morning","one","Night","Mumbai","Business",10.83,39,63979
"Air_India","AI-698","Hyderabad","Night","zero","Night","Mumbai","Economy",1.67,18,5031
"GO_FIRST","G8-2513","Delhi","Evening","one","Early_Morning","Kolkata","Economy",15,41,7072
"Vistara","UK-771","Mumbai","Early_Morning","zero","Morning","Kolkata","Business",2.67,43,31436
"Vistara","UK-995","Delhi","Morning","one","Early_Morning","Hyderabad","Business",21.5,6,55572
"Vistara","UK-657","Bangalore","Morning","one","Evening","Kolkata","Business",8.08,47,67094
"Air_India","AI-440","Chennai","Early_Morning","one","Evening","Kolkata","Economy",13,5,19113
"Indigo","6E-7156","Hyderabad","Afternoon","one","Evening","Mumbai","Economy",4.75,38,3149
"AirAsia","I5-2462","Chennai","Night","zero","Night","Bangalore","Economy",1.17,46,1443
"Air_India","AI-539","Chennai","Evening","one","Morning","Hyderabad","Business",17.5,5,63441
"Vistara","UK-975","Delhi","Early_Morning","one","Afternoon","Hyderabad","Economy",6.5,14,9840
"AirAsia","I5-510","Hyderabad","Early_Morning","one","Afternoon","Bangalore","Economy",8.17,12,4054
"Vistara","UK-860","Hyderabad","Early_Morning","one","Night","Mumbai","Business",17,27,58315
"SpiceJet","SG-2976","Delhi","Evening","one","Night","Mumbai","Economy",4.5,30,3371
