"id","School","Sex","Grade","Final"
2123,"C","F",2,84.7
2124,"C","F",3,100
2125,"C","M",1,89.5
2126,"C","M",2,83
2127,"C","M",3,70.5
2128,"C","F",1,100
2129,"C","F",2,84.4
2130,"C","F",3,74.3
2131,"C","M",1,69.5
2132,"C","M",2,68.2
2133,"C","M",3,66.8
2134,"C","F",1,70.5
2135,"C","F",2,100
2136,"C","F",3,80.9
2137,"C","M",1,83.4
2138,"C","M",2,100
2139,"C","M",3,97.1
2140,"C","F",1,70.9
2141,"C","F",2,74.2
2142,"C","F",3,98.9
2143,"C","M",1,79.1
2144,"C","M",2,78
2145,"C","M",3,92.4
2146,"C","F",1,93.1
2147,"C","F",2,84.2
2148,"C","F",3,100
2149,"C","M",1,87.1
2150,"C","M",2,97.4
2151,"C","M",3,83.4
2152,"C","F",1,85.7
2153,"C","F",2,87.8
2154,"C","F",3,85.3
2155,"C","M",1,84.9
2156,"C","M",2,83.6
2157,"C","M",3,86.6
2158,"C","F",1,87.3
2159,"C","F",2,67.3
2160,"C","F",3,95.3
2161,"C","M",1,100
2162,"C","M",2,91.6
2163,"C","M",3,94.9
2164,"C","F",1,79.9
2165,"C","F",2,98.8
2166,"C","F",3,76.3
2167,"C","M",1,88.7
2168,"C","M",2,64.4
2169,"C","M",3,93.7
2170,"C","F",1,82.1
2171,"C","F",2,100
2172,"C","F",3,84
2173,"C","M",1,95.1
2174,"C","M",2,100
2175,"C","M",3,78.7
2176,"C","F",1,93.5
2177,"C","F",2,86.6
2178,"C","F",3,100
2179,"C","M",1,85.5
2180,"C","M",2,75.2
2181,"C","M",3,99.8
2182,"C","F",1,77.9
2183,"C","F",2,100
2184,"C","F",3,86
2185,"C","M",1,91.1
2186,"C","M",2,76.4
2187,"C","M",3,88.6
2188,"C","F",1,88.8
2189,"C","F",2,85.8
2190,"C","F",3,94
2191,"C","M",1,89.7
2192,"C","M",2,84.2
2193,"C","M",3,94
2194,"C","F",1,100
2195,"C","F",2,72.8
2196,"C","F",3,92.2
2197,"C","M",1,94.9
2198,"C","M",2,94.9
2199,"C","M",3,100
2200,"C","F",1,83.6
2201,"C","F",2,77.4
2202,"C","F",3,100
2203,"C","M",1,90.5
2204,"C","M",2,100
2205,"C","M",3,90.2
2206,"C","F",1,90.4
2207,"C","F",2,67.3
2208,"C","F",3,88.5
2209,"C","M",1,80.1
2210,"C","M",2,100
2211,"C","M",3,76.5
2212,"C","F",1,100
2213,"C","F",2,81.2
2214,"C","F",3,100
2215,"C","M",1,96.7
2216,"C","M",2,95.6
2217,"C","M",3,86.9
2218,"C","F",1,100
2219,"C","F",2,89.1
2220,"C","F",3,85.6
2221,"C","M",1,82.7
2222,"C","M",2,85.7
2223,"C","M",3,78.9
2224,"C","F",1,88.9
2225,"C","F",2,64.4
2226,"C","F",3,84.1
2227,"C","M",1,100
2228,"C","M",2,89.5
2229,"C","M",3,91.2
2230,"C","F",1,81.8
2231,"C","F",2,97.7
2232,"C","F",3,83.5
2233,"C","M",1,75.6
2234,"C","M",2,69.9
2235,"C","M",3,94.7
2236,"C","F",1,100
2237,"C","F",2,84.8
2238,"C","F",3,93.5
2239,"C","M",1,80.6
2240,"C","M",2,90.4
2241,"C","M",3,96.8
2242,"C","F",1,87.1
2243,"C","F",2,83.2
2244,"C","F",3,87
2245,"C","M",1,86.2
2246,"C","M",2,100
2247,"C","M",3,99.4
2248,"C","F",1,98.7
2249,"C","F",2,99.1
2250,"C","F",3,77.2
2251,"C","M",1,89.4
2252,"C","M",2,89.6
2253,"C","M",3,97
2254,"C","F",1,100
2255,"C","F",2,100
2256,"C","F",3,100
2257,"C","M",1,78.7
2258,"C","M",2,95.6
2259,"C","M",3,86.2
2260,"C","F",1,92.2
2261,"C","F",2,72.1
2262,"C","F",3,77.2
2263,"C","M",1,100
2264,"C","M",2,91.1
2265,"C","M",3,92.4
2266,"C","F",1,90.9
2267,"C","F",2,87.8
2268,"C","F",3,92.6
2269,"C","M",1,89.9
2270,"C","M",2,100
2271,"C","M",3,91.8
2272,"C","F",1,92.6
2273,"C","F",2,89.2
2274,"C","F",3,82.4
2275,"C","M",1,82.4
2276,"C","M",2,76.8
2277,"C","M",3,87.4
2278,"C","F",1,100
2279,"C","F",2,77.7
2280,"C","F",3,73.6
2281,"C","M",1,84.1
2282,"C","M",2,71.3
2283,"C","M",3,100
2284,"C","F",1,91.6
2285,"C","F",2,76
2286,"C","F",3,92.4
2287,"C","M",1,84.2
2288,"C","M",2,82.8
2289,"C","M",3,100
2290,"C","F",1,100
2291,"C","F",2,94.5
2292,"C","F",3,91.5
2293,"C","M",1,82
2294,"C","M",2,100
2295,"C","M",3,100
2296,"C","F",1,100
2297,"C","F",2,100
2298,"C","F",3,74.7
2299,"C","M",1,80.8
2300,"C","M",2,76.5
2301,"C","M",3,91.1
2302,"C","F",1,75.2
2303,"C","F",2,94
2304,"C","F",3,93.7
2305,"C","M",1,93.4
2306,"C","M",2,100
2307,"C","M",3,93
2308,"C","F",1,99.8
2309,"C","F",2,93.3
2310,"C","F",3,87.2
2311,"C","M",1,91.4
2312,"C","M",2,100
2313,"C","M",3,100
2314,"C","F",1,100
2315,"C","F",2,84.1
2316,"C","F",3,78.6
2317,"C","M",1,100
2318,"C","M",2,87.7
2319,"C","M",3,100
2320,"C","F",1,100
2321,"C","F",2,90.1
2322,"C","F",3,74.2
2323,"C","M",1,100
2324,"C","M",2,94.9
2325,"C","M",3,87.3
2326,"C","F",1,87.7
2327,"C","F",2,88.2
2328,"C","F",3,84
2329,"C","M",1,80.6
2330,"C","M",2,99.2
2331,"C","M",3,85.5
2332,"C","F",1,93
2333,"C","F",2,94.9
2334,"C","F",3,89
2335,"C","M",1,100
2336,"C","M",2,91.1
2337,"C","M",3,75.3
2338,"C","F",1,97
2339,"C","F",2,88.5
2340,"C","F",3,91
2341,"C","M",1,88.2
2342,"C","M",2,100
2343,"C","M",3,72
2344,"C","F",1,93.1
2345,"C","F",2,100
2346,"C","F",3,100
2347,"C","M",1,95.5
2348,"C","M",2,78.9
2349,"C","M",3,87
2350,"C","F",1,100
2351,"C","F",2,76.6
2352,"C","F",3,88
2353,"C","M",1,95.7
2354,"C","M",2,72.1
2355,"C","M",3,86.5
2356,"C","F",1,90.2
2357,"C","F",2,99
2358,"C","F",3,88.4
2359,"C","M",1,90.7
2360,"C","M",2,89
2361,"C","M",3,90.9
2362,"C","F",1,86.2
2363,"C","F",2,67.3
2364,"C","F",3,98.2
2365,"C","M",1,100
2366,"C","M",2,85.6
2367,"C","M",3,98.3
2368,"C","F",1,87.9
2369,"C","F",2,83.9
2370,"C","F",3,88.4
2371,"C","M",1,84.4
2372,"C","M",2,65.7
2373,"C","M",3,88
2374,"C","F",1,100
2375,"C","F",2,91.4
2376,"C","F",3,77.6
2377,"C","M",1,94.3
2378,"C","M",2,100
2379,"C","M",3,91.5
2380,"C","F",1,75.7
2381,"C","F",2,81.2
2382,"C","F",3,95.6
2383,"C","M",1,75.2
2384,"C","M",2,99.7
2385,"C","M",3,88.8
2386,"C","F",1,90.6
2387,"C","F",2,69.4
2388,"C","F",3,90.8
2389,"C","M",1,100
2390,"C","M",2,100
2391,"C","M",3,69
2392,"C","F",1,100
2393,"C","F",2,84.1
2394,"C","F",3,93.4
2395,"C","M",1,84.8
2396,"C","M",2,88.4
2397,"C","M",3,86.5
2398,"C","F",1,92.1
2399,"C","F",2,100
2400,"C","F",3,70
2401,"C","M",1,84.4
2402,"C","M",2,100
2403,"C","M",3,100
2404,"C","F",1,92.6
2405,"C","F",2,100
2406,"C","F",3,90.8
2407,"C","M",1,76.7
2408,"C","M",2,92.2
2409,"C","M",3,71.1
2410,"C","F",1,85.5
2411,"C","F",2,79.6
2412,"C","F",3,85.1
2413,"C","M",1,80.5
2414,"C","M",2,99.5
2415,"C","M",3,100
2416,"C","F",1,83.2
2417,"C","F",2,81.5
2418,"C","F",3,98.7
2419,"C","M",1,96.3
2420,"C","M",2,100
2421,"C","M",3,80.2
2422,"C","F",1,100
2423,"C","F",2,96.1
2424,"C","F",3,80.5
2425,"C","M",1,100
2426,"C","M",2,97.4
2427,"C","M",3,91.4
2428,"C","F",1,84.7
2429,"C","F",2,82.4
2430,"C","F",3,91
2431,"C","M",1,99.6
2432,"C","M",2,99.9
2433,"C","M",3,70.7
2434,"C","F",1,82.5
2435,"C","F",2,74.3
2436,"C","F",3,100
2437,"C","M",1,78.1
2438,"C","M",2,61.7
2439,"C","M",3,92.9
2440,"C","F",1,92.8
2441,"C","F",2,69.7
2442,"C","F",3,81.7
2443,"C","M",1,96.3
2444,"C","M",2,67.2
2445,"C","M",3,100
2446,"C","F",1,72.5
2447,"C","F",2,100
2448,"C","F",3,82.1
2449,"C","M",1,84.9
2450,"C","M",2,100
2451,"C","M",3,77.9
2452,"C","F",1,100
2453,"C","F",2,88.7
2454,"C","F",3,82.5
2455,"C","M",1,95.1
2456,"C","M",2,100
2457,"C","M",3,80.5
2458,"C","F",1,94.7
2459,"C","F",2,80.7
2460,"C","F",3,90.1
2461,"C","M",1,91.7
2462,"C","M",2,81.2
2463,"C","M",3,100
2464,"C","F",1,94.1
2465,"C","F",2,83.7
2466,"C","F",3,73.2
2467,"C","M",1,70.5
2468,"C","M",2,96.4
2469,"C","M",3,76.8
2470,"C","F",1,83.8
2471,"C","F",2,81.3
2472,"C","F",3,78.2
2473,"C","M",1,84.4
2474,"C","M",2,70.6
2475,"C","M",3,93.7
2476,"C","F",1,91
2477,"C","F",2,96.9
2478,"C","F",3,95.6
2479,"C","M",1,93.1
2480,"C","M",2,82.9
2481,"C","M",3,86.3
2482,"C","F",1,72.9
2483,"C","F",2,90.5
2484,"C","F",3,96.8
2485,"C","M",1,100
2486,"C","M",2,62.9
2487,"C","M",3,80.7
2488,"C","F",1,90.2
2489,"C","F",2,90.4
2490,"C","F",3,100
2491,"C","M",1,96.9
2492,"C","M",2,94
2493,"C","M",3,100
2494,"C","F",1,86
2495,"C","F",2,100
2496,"C","F",3,99.6
2497,"C","M",1,66.4
2498,"C","M",2,100
2499,"C","M",3,99.7
2500,"C","F",1,95.2
2501,"C","F",2,76.5
2502,"C","F",3,100
2503,"C","M",1,96
2504,"C","M",2,64.7
2505,"C","M",3,77.5
2506,"C","F",1,89.5
2507,"C","F",2,86.1
2508,"C","F",3,79.6
2509,"C","M",1,80.2
2510,"C","M",2,82.2
2511,"C","M",3,100
2512,"C","F",1,79.5
2513,"C","F",2,96
2514,"C","F",3,86.7
2515,"C","M",1,97.7
2516,"C","M",2,94.6
2517,"C","M",3,70.2
2518,"C","F",1,85.1
2519,"C","F",2,90.9
2520,"C","F",3,92.4
2521,"C","M",1,94.2
2522,"C","M",2,81.5
2523,"C","M",3,100
2524,"C","F",1,92.8
2525,"C","F",2,100
2526,"C","F",3,99.8
2527,"C","M",1,100
2528,"C","M",2,89.8
2529,"C","M",3,95
2530,"C","F",1,77.6
2531,"C","F",2,76.3
2532,"C","F",3,96.5
2533,"C","M",1,69.1
2534,"C","M",2,99.8
2535,"C","M",3,100
2536,"C","F",1,100
2537,"C","F",2,83.6
2538,"C","F",3,93.5
2539,"C","M",1,91.1
2540,"C","M",2,86.5
2541,"C","M",3,75.9
2542,"C","F",1,93.4
2543,"C","F",2,88.7
2544,"C","F",3,90.1
2545,"C","M",1,100
2546,"C","M",2,100
2547,"C","M",3,99.2
2548,"C","F",1,91.9
2549,"C","F",2,91.2
2550,"C","F",3,85.6
2551,"C","M",1,96.5
2552,"C","M",2,77.9
2553,"C","M",3,74.7
2554,"C","F",1,90.3
2555,"C","F",2,100
2556,"C","F",3,93
2557,"C","M",1,89
2558,"C","M",2,83.4
2559,"C","M",3,81.9
2560,"C","F",1,83.5
2561,"C","F",2,88.1
2562,"C","F",3,100
2563,"C","M",1,99.1
2564,"C","M",2,96.7
2565,"C","M",3,100
2566,"C","F",1,100
2567,"C","F",2,70.1
2568,"C","F",3,100
2569,"C","M",1,75.4
2570,"C","M",2,100
2571,"C","M",3,95
2572,"C","F",1,65.1
2573,"C","F",2,91.4
2574,"C","F",3,98.8
2575,"C","M",1,92.2
2576,"C","M",2,83.4
2577,"C","M",3,78.3
2578,"C","F",1,92.1
2579,"C","F",2,100
2580,"C","F",3,96.5
2581,"C","M",1,100
2582,"C","M",2,87.1
2583,"C","M",3,92.1
2584,"C","F",1,88.1
2585,"C","F",2,100
2586,"C","F",3,97.5
2587,"C","M",1,100
2588,"C","M",2,81.9
2589,"C","M",3,81.8
2590,"C","F",1,97.9
2591,"C","F",2,80.7
2592,"C","F",3,84.1
2593,"C","M",1,83.5
2594,"C","M",2,84.8
2595,"C","M",3,87.5
2596,"C","F",1,66.9
2597,"C","F",2,90.1
2598,"C","F",3,84.5
2599,"C","M",1,86.1
2600,"C","M",2,86.1
2601,"C","M",3,98.3
2602,"C","F",1,78.6
2603,"C","F",2,100
2604,"C","F",3,84.8
2605,"C","M",1,96.9
2606,"C","M",2,91.2
2607,"C","M",3,96.4
2608,"C","F",1,72.2
2609,"C","F",2,89.5
2610,"C","F",3,87.9
2611,"C","M",1,93.8
2612,"C","M",2,79.3
2613,"C","M",3,90.6
2614,"C","F",1,88.5
2615,"C","F",2,74
2616,"C","F",3,84.2
2617,"C","M",1,85.3
2618,"C","M",2,100
2619,"C","M",3,73.1
2620,"C","F",1,73
2621,"C","F",2,93
2622,"C","F",3,78.2
2623,"C","M",1,97.7
2624,"C","M",2,81.8
2625,"C","M",3,85.3
2626,"C","F",1,100
2627,"C","F",2,100
2628,"C","F",3,90.7
2629,"C","M",1,90.3
2630,"C","M",2,99.4
2631,"C","M",3,91.3
2632,"C","F",1,82.6
2633,"C","F",2,70.7
2634,"C","F",3,100
2635,"C","M",1,100
2636,"C","M",2,88.4
2637,"C","M",3,75.5
2638,"C","F",1,100
2639,"C","F",2,100
2640,"C","F",3,100
2641,"C","M",1,93.1
2642,"C","M",2,78.2
2643,"C","M",3,87.7
2644,"C","F",1,100
2645,"C","F",2,76.4
2646,"C","F",3,91.4
2647,"C","M",1,99.8
2648,"C","M",2,66.1
2649,"C","M",3,100
2650,"C","F",1,79.6
2651,"C","F",2,87.1
2652,"C","F",3,97.3
2653,"C","M",1,97.3
2654,"C","M",2,100
2655,"C","M",3,77
2656,"C","F",1,90.9
2657,"C","F",2,95.2
2658,"C","F",3,89.9
2659,"C","M",1,73.7
2660,"C","M",2,100
2661,"C","M",3,85.3
2662,"C","F",1,85.5
2663,"C","F",2,87.3
2664,"C","F",3,90.9
2665,"C","M",1,89.1
2666,"C","M",2,74
2667,"C","M",3,100
2668,"C","F",1,73.4
2669,"C","F",2,88.1
2670,"C","F",3,100
2671,"C","M",1,99.4
2672,"C","M",2,100
2673,"C","M",3,100
2674,"C","F",1,88.3
2675,"C","F",2,100
2676,"C","F",3,85.3
2677,"C","M",1,90.3
2678,"C","M",2,72.2
2679,"C","M",3,90.4
2680,"C","F",1,86
2681,"C","F",2,83.3
2682,"C","F",3,96.8
2683,"C","M",1,100
2684,"C","M",2,100
2685,"C","M",3,93.5
2686,"C","F",1,91.3
2687,"C","F",2,76.6
2688,"C","F",3,77.7
2689,"C","M",1,98.7
2690,"C","M",2,98.3
2691,"C","M",3,88
2692,"C","F",1,91.4
2693,"C","F",2,79.3
2694,"C","F",3,86.9
2695,"C","M",1,96.4
2696,"C","M",2,97.4
2697,"C","M",3,100
2698,"C","F",1,74
2699,"C","F",2,100
2700,"C","F",3,91.4
2701,"C","M",1,74.3
2702,"C","M",2,82.2
2703,"C","M",3,74
2704,"C","F",1,100
2705,"C","F",2,85.2
2706,"C","F",3,91.6
2707,"C","M",1,85
2708,"C","M",2,90.5
2709,"C","M",3,81.3
2710,"C","F",1,81
2711,"C","F",2,81.8
2712,"C","F",3,83.3
2713,"C","M",1,99.3
2714,"C","M",2,95.7
2715,"C","M",3,97.7
2716,"C","F",1,74.2
2717,"C","F",2,97.9
2718,"C","F",3,72.5
2719,"C","M",1,100
2720,"C","M",2,99.6
2721,"C","M",3,72.6
2722,"C","F",1,99.4
2723,"C","F",2,100
2724,"C","F",3,100
2725,"C","M",1,84.9
2726,"C","M",2,90.6
2727,"C","M",3,97
2728,"C","F",1,90.8
2729,"C","F",2,100
2730,"C","F",3,65
2731,"C","M",1,79.6
2732,"C","M",2,81.3
2733,"C","M",3,89.8
2734,"C","F",1,99.8
2735,"C","F",2,73
2736,"C","F",3,87.2
2737,"C","M",1,90.2
2738,"C","M",2,88
2739,"C","M",3,100
2740,"C","F",1,79.8
2741,"C","F",2,96.7
2742,"C","F",3,74.2
2743,"C","M",1,85.7
2744,"C","M",2,80.9
2745,"C","M",3,100
2746,"C","F",1,96.5
2747,"C","F",2,79.7
2748,"C","F",3,78.2
2749,"C","M",1,99.1
2750,"C","M",2,87.9
2751,"C","M",3,81
2752,"C","F",1,95.9
2753,"C","F",2,71.8
2754,"C","F",3,100
2755,"C","M",1,81.1
2756,"C","M",2,92.9
2757,"C","M",3,92.9
2758,"C","F",1,90.1
2759,"C","F",2,87.9
2760,"C","F",3,88.5
2761,"C","M",1,88.1
2762,"C","M",2,91.1
2763,"C","M",3,83.6
2764,"C","F",1,91.4
2765,"C","F",2,91.3
2766,"C","F",3,80.5
2767,"C","M",1,95.4
2768,"C","M",2,98.5
2769,"C","M",3,95.9
2770,"C","F",1,69.7
2771,"C","F",2,100
2772,"C","F",3,98.8
2773,"C","M",1,98.8
2774,"C","M",2,100
2775,"C","M",3,98.3
2776,"C","F",1,88
2777,"C","F",2,100
2778,"C","F",3,87.6
2779,"C","M",1,92.8
2780,"C","M",2,84.5
2781,"C","M",3,90.3
2782,"C","F",1,92.8
2783,"C","F",2,98.7
2784,"C","F",3,100
2785,"C","M",1,94.3
2786,"C","M",2,91.3
2787,"C","M",3,88.6
2788,"C","F",1,97.4
2789,"C","F",2,100
2790,"C","F",3,92
2791,"C","M",1,67.6
2792,"C","M",2,83.5
2793,"C","M",3,87.7
2794,"C","F",1,64.8
2795,"C","F",2,89.1
2796,"C","F",3,100
2797,"C","M",1,96.2
2798,"C","M",2,100
2799,"C","M",3,100
2800,"C","F",1,80.7
2801,"C","F",2,94.2
2802,"C","F",3,95
2803,"C","M",1,88.7
2804,"C","M",2,93.3
2805,"C","M",3,90.1
2806,"C","F",1,96.9
2807,"C","F",2,93
2808,"C","F",3,80
2809,"C","M",1,100
2810,"C","M",2,99.5
2811,"C","M",3,93.7
2812,"C","F",1,86.3
2813,"C","F",2,79.7
2814,"C","F",3,87.3
2815,"C","M",1,75.4
2816,"C","M",2,77.2
2817,"C","M",3,92.1
2818,"C","F",1,83.6
2819,"C","F",2,79
2820,"C","F",3,86.3
2821,"C","M",1,100
2822,"C","M",2,87.5
2823,"C","M",3,100
2824,"C","F",1,100
2825,"C","F",2,85.8
2826,"C","F",3,93.7
2827,"C","M",1,78.4
2828,"C","M",2,100
2829,"C","M",3,83.6
2830,"C","F",1,88.4
2831,"C","F",2,100
2832,"C","F",3,81.5
2833,"C","M",1,88.5
2834,"C","M",2,86.4
2835,"C","M",3,86.5
2836,"C","F",1,100
2837,"C","F",2,96.5
2838,"C","F",3,92.3
2839,"C","M",1,86.3
2840,"C","M",2,88.4
2841,"C","M",3,81.7
2842,"C","F",1,99.6
2843,"C","F",2,61.6
2844,"C","F",3,89.2
2845,"C","M",1,70.1
2846,"C","M",2,100
2847,"C","M",3,72.8
2848,"C","F",1,74.8
2849,"C","F",2,96.9
2850,"C","F",3,89.2
2851,"C","M",1,85.7
2852,"C","M",2,87.7
2853,"C","M",3,93.3
2854,"C","F",1,91.5
2855,"C","F",2,90.6
2856,"C","F",3,93.9
2857,"C","M",1,74.9
2858,"C","M",2,87.3
2859,"C","M",3,95.1
2860,"C","F",1,78.6
2861,"C","F",2,80.2
2862,"C","F",3,82.2
2863,"C","M",1,85.2
2864,"C","M",2,97
2865,"C","M",3,94.2
2866,"C","F",1,98.2
2867,"C","F",2,72.6
2868,"C","F",3,80.9
2869,"C","M",1,79.3
2870,"C","M",2,100
2871,"C","M",3,85
2872,"C","F",1,66.1
2873,"C","F",2,97.2
2874,"C","F",3,84.9
2875,"C","M",1,100
2876,"C","M",2,83.3
2877,"C","M",3,89.5
2878,"C","F",1,73.6
2879,"C","F",2,85.7
2880,"C","F",3,89.3
2881,"C","M",1,94
2882,"C","M",2,91.6
2883,"C","M",3,82.9
2884,"C","F",1,79.8
2885,"C","F",2,87.4
2886,"C","F",3,96.7
2887,"C","M",1,80.9
2888,"C","M",2,100
2889,"C","M",3,85.9
2890,"C","F",1,87.6
2891,"C","F",2,89.5
2892,"C","F",3,91.3
2893,"C","M",1,61.3
2894,"C","M",2,100
2895,"C","M",3,98.6
2896,"C","F",1,82.9
2897,"C","F",2,71.5
2898,"C","F",3,100
2899,"C","M",1,95.3
2900,"C","M",2,89.9
2901,"C","M",3,89.5
2902,"C","F",1,99.6
2903,"C","F",2,96.9
2904,"C","F",3,83.8
2905,"C","M",1,81.9
2906,"C","M",2,97.7
2907,"C","M",3,83.3
2908,"C","F",1,97.9
2909,"C","F",2,84.9
2910,"C","F",3,91.3
2911,"C","M",1,100
2912,"C","M",2,82.5
2913,"C","M",3,73.2
2914,"C","F",1,83.8
2915,"C","F",2,91.6
2916,"C","F",3,97.4
2917,"C","M",1,80
2918,"C","M",2,79.5
2919,"C","M",3,92.1
2920,"C","F",1,89.9
2921,"C","F",2,100
2922,"C","F",3,75.9
2923,"C","M",1,76.4
2924,"C","M",2,83.9
2925,"C","M",3,88.5
2926,"C","F",1,94.2
2927,"C","F",2,93.8
2928,"C","F",3,90.9
2929,"C","M",1,88.2
2930,"C","M",2,83.8
2931,"C","M",3,100
2932,"C","F",1,83.9
2933,"C","F",2,87
2934,"C","F",3,65.9
2935,"C","M",1,100
2936,"C","M",2,89.5
2937,"C","M",3,100
2938,"C","F",1,90.8
2939,"C","F",2,92
2940,"C","F",3,71.1
2941,"C","M",1,80.2
2942,"C","M",2,76.9
2943,"C","M",3,97
2944,"C","F",1,76.9
2945,"C","F",2,100
2946,"C","F",3,91.9
2947,"C","M",1,100
2948,"C","M",2,75.5
2949,"C","M",3,86.3
2950,"C","F",1,100
2951,"C","F",2,94.3
2952,"C","F",3,100
2953,"C","M",1,89.9
2954,"C","M",2,79.8
2955,"C","M",3,88.5
2956,"C","F",1,94.9
2957,"C","F",2,89.3
2958,"C","F",3,72.4
2959,"C","M",1,81.6
2960,"C","M",2,96.9
2961,"C","M",3,85.4
2962,"C","F",1,83.7
2963,"C","F",2,85.8
2964,"C","F",3,82
2965,"C","M",1,62.7
2966,"C","M",2,91.2
2967,"C","M",3,68.9
2968,"C","F",1,74.2
2969,"C","F",2,80.8
2970,"C","F",3,93.8
2971,"C","M",1,98.1
2972,"C","M",2,79.8
2973,"C","M",3,96.8
2974,"C","F",1,83.9
2975,"C","F",2,98.4
2976,"C","F",3,93.1
2977,"C","M",1,93.7
2978,"C","M",2,98.6
2979,"C","M",3,86.5
2980,"C","F",1,88.3
2981,"C","F",2,94.7
2982,"C","F",3,94.1
2983,"C","M",1,97.1
2984,"C","M",2,96.7
2985,"C","M",3,88.6
2986,"C","F",1,85.8
2987,"C","F",2,92.4
2988,"C","F",3,78.9
2989,"C","M",1,100
2990,"C","M",2,93.1
2991,"C","M",3,94.6
2992,"C","F",1,89.9
2993,"C","F",2,76.5
2994,"C","F",3,73.4
2995,"C","M",1,99.4
2996,"C","M",2,84.1
2997,"C","M",3,81.6
2998,"C","F",1,83.2
2999,"C","F",2,92.8
3000,"C","F",3,100
