자전거ID,대여일시,대여소번호,대여소명,이용시간,이용거리
SPB-53937,2022-06-01 14:07,383,신당역 12번 출구 뒤,6,882.37
SPB-54980,2022-06-01 14:08,303,광화문역 1번출구 앞,3,400
SPB-40057,2022-06-01 14:08,458,광화문역 5번출구,25,2477.11
SPB-33241,2022-06-01 14:08,305,종로구청 옆,6,1094.41
SPB-57965,2022-06-01 14:08,177,북가좌 초등학교,33,4850
SPB-59578,2022-06-01 14:08,996,응암역2번출구 국민은행 앞,27,3733.01
SPB-46358,2022-06-01 14:08,418,월드컵경기장역 3번출구 옆,63,2270
SPB-43701,2022-06-01 14:08,414,상암동주민센터 옆,6,995.76
SPB-35859,2022-06-01 14:09,472,삼일교(시그니쳐 타워),5,645.61
SPB-36632,2022-06-01 14:09,177,북가좌 초등학교,33,4589.46
SPB-33960,2022-06-01 14:10,347,동대문역사문화공원역 9번출구 앞,15,2802.89
SPB-47712,2022-06-01 14:10,344,성균관대 E하우스 앞,32,1030
SPB-63278,2022-06-01 14:10,344,성균관대 E하우스 앞,31,1020
SPB-38177,2022-06-01 14:10,472,삼일교(시그니쳐 타워),18,1754.31
SPB-41488,2022-06-01 14:10,302,경복궁역 4번출구 뒤,40,2646.14
SPB-40905,2022-06-01 14:10,302,경복궁역 4번출구 뒤,40,2689.72
SPB-59982,2022-06-01 14:10,431,청계천 영도교,6,720
SPB-59554,2022-06-01 14:10,435,SK 남산빌딩,46,2040
SPB-57064,2022-06-01 14:10,409,누리꿈스퀘어 옆,26,1440
SPB-59405,2022-06-01 14:10,165,중앙근린공원,18,3840
SPB-56543,2022-06-01 14:10,452,동대문 종합시장 버스정류장,50,460
SPB-35137,2022-06-01 14:10,387,훈련원공원주차장 앞,6,494.45
SPB-62428,2022-06-01 14:10,560,비전교회 앞,9,950
SPB-32418,2022-06-01 14:11,153,성산2교 사거리,5,526.59
SPB-37728,2022-06-01 14:11,302,경복궁역 4번출구 뒤,22,2779.79
SPB-58577,2022-06-01 14:12,412,DMC산학협력연구센터 앞,101,8470
SPB-57714,2022-06-01 14:12,438,성산2-1 공영주차장,13,400
SPB-41730,2022-06-01 14:12,458,광화문역 5번출구,14,1554.56
SPB-39425,2022-06-01 14:13,436,이대역 5번출구,32,4134.96
SPB-82345,2022-06-01 14:13,160,북아현동 가구거리,55,4300
SPB-58031,2022-06-01 14:13,102,망원역 1번출구 앞,16,2670
SPB-53146,2022-06-01 14:14,456,숭인2동 주민센터 입구,3,383.6
SPB-54194,2022-06-01 14:14,385,종각역 5번출구,1,350
SPB-62539,2022-06-01 14:14,807,서울역 12번 출구 앞,21,3780
SPB-58463,2022-06-01 14:14,336,티마크 호텔 앞,49,1940
SPB-81819,2022-06-01 14:14,148,용강동 주민센터 앞,3,650
SPB-48506,2022-06-01 14:14,142,아현역 4번출구 앞,28,2547.73
SPB-49068,2022-06-01 14:15,450,효자동 삼거리,35,1510
SPB-81883,2022-06-01 14:15,160,북아현동 가구거리,54,4270
SPB-54807,2022-06-01 14:15,328,탑골공원 앞,5,620
SPB-32405,2022-06-01 14:15,338,세운스퀘어 앞,6,999.49
SPB-41122,2022-06-01 14:15,668,서울축산농협(장안지점),69,6583.64
SPB-51751,2022-06-01 14:15,853,용산역 맞은편,36,6141.02
SPB-45496,2022-06-01 14:15,853,용산역 맞은편,35,5750
SPB-47025,2022-06-01 14:15,915,증산역 4번출구,11,1760
SPB-52611,2022-06-01 14:15,411,DMC홍보관,21,3179.24
SPB-37309,2022-06-01 14:16,186,월드컵공원,11,1964.56
SPB-51020,2022-06-01 14:16,144,공덕역 8번출구,9,1200
SPB-31002,2022-06-01 14:16,474,동대문역사문화공원역 1번출구 뒤편,87,797.33
SPB-56737,2022-06-01 14:17,300,정동사거리,15,1080
SPB-34328,2022-06-01 14:17,525,한양대병원사거리,18,2492.48
SPB-39150,2022-06-01 14:17,397,종묘공영주차장 건너편,11,1123.46
SPB-58351,2022-06-01 14:17,397,종묘공영주차장 건너편,11,1273.16
SPB-63022,2022-06-01 14:17,422,문화비축기지,3,250
SPB-63454,2022-06-01 14:17,613,신설동역 10번출구 앞,45,6460
SPB-80913,2022-06-01 14:17,148,용강동 주민센터 앞,3,620
SPB-32809,2022-06-01 14:18,446,상명대입구,18,3263.94
SPB-54642,2022-06-01 14:18,353,재동초교 앞 삼거리,43,5460
SPB-52498,2022-06-01 14:18,659,제기역1번출구,35,4250
SPB-48510,2022-06-01 14:18,530,청계벽산아파트 앞,11,2170
SPB-47757,2022-06-01 14:18,108,서교동 사거리,14,1650
SPB-58850,2022-06-01 14:19,334,종로3가역 2번출구 뒤,5,568.82
SPB-49409,2022-06-01 14:19,495,염리초등학교 앞,88,15011.2
SPB-80673,2022-06-01 14:20,341,혜화역 3번출구 뒤,1,190
SPB-59934,2022-06-01 14:20,181,망원초록길 입구,20,2960
SPB-51988,2022-06-01 14:21,363,신설동역 11번출구 뒤,7,796.53
SPB-49549,2022-06-01 14:21,835,남영역 건너편,27,2970
SPB-51636,2022-06-01 14:21,835,남영역 건너편,30,3000
SPB-31786,2022-06-01 14:21,405,DMC빌 앞,9,1278.44
SPB-54848,2022-06-01 14:21,418,월드컵경기장역 3번출구 옆,86,4190
SPB-54779,2022-06-01 14:21,418,월드컵경기장역 3번출구 옆,87,4310
SPB-54798,2022-06-01 14:21,157,애오개역 4번출구 앞,28,1320
SPB-38719,2022-06-01 14:22,452,동대문 종합시장 버스정류장,2,341.21
SPB-34115,2022-06-01 14:22,160,북아현동 가구거리,7,1922.75
SPB-57343,2022-06-01 14:22,184,7번가피자 서교망원점,10,2970
SPB-55492,2022-06-01 14:23,458,광화문역 5번출구,50,2870
SPB-56806,2022-06-01 14:23,133,해담는다리,25,3410
SPB-59585,2022-06-01 14:23,133,해담는다리,27,3370
SPB-82075,2022-06-01 14:24,342,대학로 마로니에공원,5,1040
SPB-46371,2022-06-01 14:24,362,청계8가 사거리,15,2170
SPB-35659,2022-06-01 14:24,498,연남동주민센터 앞,41,1209.04
SPB-55266,2022-06-01 14:25,369,광화문 시민열린마당,2,330
SPB-46705,2022-06-01 14:25,461,서울지방경찰청,48,3680
SPB-56448,2022-06-01 14:25,346,맥스타일 앞,6,510
SPB-41004,2022-06-01 14:25,363,신설동역 11번출구 뒤,4,681.19
SPB-61072,2022-06-01 14:25,382,약수역 10번출구 앞,6,680
SPB-33162,2022-06-01 14:25,481,신당역 10번 출구,17,1558.02
SPB-51758,2022-06-01 14:25,495,염리초등학교 앞,45,7550
SPB-37651,2022-06-01 14:26,308,광화문 S타워 앞,6,714.69
SPB-42534,2022-06-01 14:26,363,신설동역 11번출구 뒤,31,1127.18
SPB-32744,2022-06-01 14:26,468,웨스틴 조선호텔,15,2296.32
SPB-56962,2022-06-01 14:26,412,DMC산학협력연구센터 앞,87,6670
SPB-51311,2022-06-01 14:26,419,홈플러스 앞,4,361.95
SPB-41834,2022-06-01 14:26,383,신당역 12번 출구 뒤,4,767.21
SPB-57191,2022-06-01 14:27,352,중앙고입구 삼거리,12,1870
SPB-53419,2022-06-01 14:27,370,시청역(2호선) 9번출구 뒤,4,820
SPB-60909,2022-06-01 14:27,473,을지로4가역 9번출구,85,1711.05
SPB-51113,2022-06-01 14:28,369,광화문 시민열린마당,21,1111.54
SPB-44905,2022-06-01 14:28,481,신당역 10번 출구,17,1222.69
SPB-48225,2022-06-01 14:28,481,신당역 10번 출구,18,1222.69
SPB-81260,2022-06-01 14:28,419,홈플러스 앞,3,370
SPB-58674,2022-06-01 14:28,464,삼청동 골목,26,2277.73
SPB-39522,2022-06-01 14:28,464,삼청동 골목,25,2405.46
SPB-58292,2022-06-01 14:29,481,신당역 10번 출구,14,1603.9
SPB-59680,2022-06-01 14:29,321,KEB 하나금융그룹 명동사옥 옆,13,1430
SPB-51777,2022-06-01 14:29,316,종각역 1번출구 앞,14,1580
SPB-43541,2022-06-01 14:30,146,마포역 2번출구 뒤,6,716.86
SPB-34870,2022-06-01 14:30,826,서울역 서부교차로2,7,917.65
SPB-56251,2022-06-01 14:30,316,종각역 1번출구 앞,14,1588.47
SPB-56989,2022-06-01 14:30,314,국립현대미술관,9,1060
SPB-53031,2022-06-01 14:30,475,DDP 패션몰,2,0
SPB-54656,2022-06-01 14:31,431,청계천 영도교,11,1330
SPB-52370,2022-06-01 14:31,107,신한은행 서교동지점,37,1909.21
SPB-39796,2022-06-01 14:32,605,신설동역8번출구,9,1109.08
SPB-36884,2022-06-01 14:32,601,용신동주민센터,13,1542.08
SPB-58567,2022-06-01 14:32,355,서울사대부속초교 앞,12,1970
SPB-40713,2022-06-01 14:32,395,경희궁 자이 2단지,23,2966.71
SPB-61132,2022-06-01 14:32,489,구룡근린공원,30,4820
SPB-61087,2022-06-01 14:32,146,마포역 2번출구 뒤,15,1710
SPB-80004,2022-06-01 14:32,148,용강동 주민센터 앞,3,550
SPB-43733,2022-06-01 14:33,464,삼청동 골목,10,1820.26
SPB-47230,2022-06-01 14:33,395,경희궁 자이 2단지,22,190
SPB-38201,2022-06-01 14:33,400,상암한화오벨리스크 1차 앞,18,1019.88
SPB-30476,2022-06-01 14:33,154,마포구청역,310,5016.08
SPB-38067,2022-06-01 14:34,369,광화문 시민열린마당,22,2149.73
SPB-58189,2022-06-01 14:34,410,상암중학교 옆,113,4638.43
SPB-62380,2022-06-01 14:34,390,충무로역 1번출구,24,5000
SPB-59019,2022-06-01 14:35,338,세운스퀘어 앞,19,1810
SPB-54980,2022-06-01 14:35,307,서울역사박물관 앞,5,1240
SPB-34983,2022-06-01 14:35,464,삼청동 골목,20,1831.95
SPB-59412,2022-06-01 14:35,182,망원2빗물펌프장 앞,21,4240
SPB-80133,2022-06-01 14:36,659,제기역1번출구,19,1230
SPB-41888,2022-06-01 14:36,401,상암월드컵파크 10단지 앞,72,10558.07
SPB-40057,2022-06-01 14:36,342,대학로 마로니에공원,119,6886.14
SPB-47504,2022-06-01 14:36,470,회현역 7번출구,9,1320
SPB-55990,2022-06-01 14:36,380,CJ제일제당 앞,4,715.07
SPB-51357,2022-06-01 14:36,437,대흥역 1번출구,6,584.64
SPB-62338,2022-06-01 14:37,359,원남동사거리,18,2420
SPB-46027,2022-06-01 14:37,302,경복궁역 4번출구 뒤,6,840
SPB-57856,2022-06-01 14:37,183,하늘채코오롱아파트 건너편,51,5780
SPB-43611,2022-06-01 14:37,446,상명대입구,2,0
SPB-81901,2022-06-01 14:38,380,CJ제일제당 앞,12,1630
SPB-34199,2022-06-01 14:38,648,장안동위더스빌옆,33,5077.11
SPB-52307,2022-06-01 14:38,181,망원초록길 입구,19,4200
SPB-49098,2022-06-01 14:38,851,효창 푸르지오 앞,23,2560
SPB-51976,2022-06-01 14:39,421,마포구청 앞,16,800
SPB-61569,2022-06-01 14:39,131,증산2교,19,1960
SPB-43894,2022-06-01 14:39,131,증산2교,19,2194.96
SPB-45561,2022-06-01 14:40,353,재동초교 앞 삼거리,17,1460
SPB-55665,2022-06-01 14:40,411,DMC홍보관,82,15810.65
SPB-83268,2022-06-01 14:40,420,서울시 공공자전거 상암센터,122,4190
SPB-51062,2022-06-01 14:40,383,신당역 12번 출구 뒤,4,760
SPB-53112,2022-06-01 14:40,387,훈련원공원주차장 앞,9,1320.01
SPB-58334,2022-06-01 14:41,321,KEB 하나금융그룹 명동사옥 옆,25,2930
SPB-60664,2022-06-01 14:41,483,남산타운아파트 버스정류장,8,970
SPB-54241,2022-06-01 14:41,483,남산타운아파트 버스정류장,7,964.71
SPB-84289,2022-06-01 14:41,406,상암월드컵파크 7단지 앞,75,6360
SPB-84423,2022-06-01 14:41,912,응암오거리,58,4400
SPB-36850,2022-06-01 14:41,420,서울시 공공자전거 상암센터,121,2008.02
SPB-34252,2022-06-01 14:41,439,마포어린이공원,112,17914.4
SPB-30367,2022-06-01 14:41,326,안국역 5번출구 앞,27,3955.18
SPB-35200,2022-06-01 14:41,326,안국역 5번출구 앞,28,3638.98
SPB-42521,2022-06-01 14:41,387,훈련원공원주차장 앞,9,1335.84
SPB-39675,2022-06-01 14:41,446,상명대입구,32,6687.79
SPB-47065,2022-06-01 14:42,915,증산역 4번출구,15,1810
SPB-62763,2022-06-01 14:42,102,망원역 1번출구 앞,56,5940
SPB-43541,2022-06-01 14:42,439,마포어린이공원,75,16053.66
SPB-57343,2022-06-01 14:42,498,연남동주민센터 앞,114,2180
SPB-60158,2022-06-01 14:43,144,공덕역 8번출구,91,8020
SPB-82469,2022-06-01 14:43,912,응암오거리,55,4430
SPB-59641,2022-06-01 14:43,912,응암오거리,55,3370
SPB-58682,2022-06-01 14:43,381,장충체육관,16,1250
SPB-82189,2022-06-01 14:43,185,마포 신수공원 앞,116,17850
SPB-81051,2022-06-01 14:44,353,재동초교 앞 삼거리,3,470
SPB-58193,2022-06-01 14:44,321,KEB 하나금융그룹 명동사옥 옆,25,2214.82
SPB-42751,2022-06-01 14:44,385,종각역 5번출구,25,3026.88
SPB-51673,2022-06-01 14:44,915,증산역 4번출구,14,1810
SPB-53521,2022-06-01 14:44,912,응암오거리,54,3428.48
SPB-31487,2022-06-01 14:44,324,신세계백화점 본점 앞,9,1218.27
SPB-50602,2022-06-01 14:45,442,서울역 서부,14,2300.37
SPB-58862,2022-06-01 14:45,327,낙원상가 옆,7,700
SPB-57064,2022-06-01 14:45,401,상암월드컵파크 10단지 앞,17,2390
SPB-48325,2022-06-01 14:45,631,답십리역 1번출구,17,3030
SPB-41653,2022-06-01 14:45,446,상명대입구,61,1795.42
SPB-47504,2022-06-01 14:45,458,광화문역 5번출구,42,3920
SPB-31760,2022-06-01 14:45,369,광화문 시민열린마당,4,637.73
SPB-55337,2022-06-01 14:45,113,홍대입구역 2번출구 앞,94,1635.55
SPB-33428,2022-06-01 14:46,351,청운초교 앞 삼거리,14,2588.45
SPB-56237,2022-06-01 14:46,387,훈련원공원주차장 앞,10,1410
SPB-54980,2022-06-01 14:46,433,을지로입구역 2번출구,4,720
SPB-42457,2022-06-01 14:46,476,광희문,90,2802.79
SPB-48355,2022-06-01 14:46,347,동대문역사문화공원역 9번출구 앞,13,1320
SPB-62824,2022-06-01 14:46,185,마포 신수공원 앞,114,14061.86
SPB-53363,2022-06-01 14:47,409,누리꿈스퀘어 옆,5,532.35
SPB-34476,2022-06-01 14:47,308,광화문 S타워 앞,11,1047.74
SPB-38313,2022-06-01 14:47,147,마포역 4번출구 뒤,15,1705.2
SPB-56751,2022-06-01 14:48,370,시청역(2호선) 9번출구 뒤,20,2270
SPB-56368,2022-06-01 14:48,450,효자동 삼거리,12,2260
SPB-51725,2022-06-01 14:48,450,효자동 삼거리,12,2100
SPB-55962,2022-06-01 14:48,409,누리꿈스퀘어 옆,17,1860
SPB-58946,2022-06-01 14:48,907,CJ 드림시티,18,4440
SPB-53736,2022-06-01 14:49,391,시립미술관,20,2090
SPB-38177,2022-06-01 14:49,344,성균관대 E하우스 앞,9,737.37
SPB-30383,2022-06-01 14:49,398,을지로3가역 3번출구,20,1906.92
SPB-45056,2022-06-01 14:49,398,을지로3가역 3번출구,20,1830
SPB-58567,2022-06-01 14:49,398,을지로3가역 3번출구,20,1890
SPB-30365,2022-06-01 14:49,363,신설동역 11번출구 뒤,21,2448.13
SPB-57391,2022-06-01 14:49,367,독립문역 3-1번출구,19,3040
SPB-57970,2022-06-01 14:49,430,KEB하나은행 장충동지점,27,2690
SPB-38827,2022-06-01 14:49,400,상암한화오벨리스크 1차 앞,29,1359.97
SPB-51311,2022-06-01 14:49,418,월드컵경기장역 3번출구 옆,37,4502.36
SPB-81260,2022-06-01 14:49,418,월드컵경기장역 3번출구 옆,36,5460
SPB-33159,2022-06-01 14:50,327,낙원상가 옆,5,549.61
SPB-58879,2022-06-01 14:50,419,홈플러스 앞,10,979.7
SPB-31564,2022-06-01 14:50,438,성산2-1 공영주차장,28,1811
SPB-30386,2022-06-01 14:50,625,답십리초등학교 앞(현대시장 옆),115,6904.08
SPB-34328,2022-06-01 14:50,383,신당역 12번 출구 뒤,6,111.2
SPB-41509,2022-06-01 14:50,185,마포 신수공원 앞,80,13173.55
SPB-36736,2022-06-01 14:51,464,삼청동 골목,9,1137.45
SPB-48796,2022-06-01 14:51,326,안국역 5번출구 앞,18,1270
SPB-40372,2022-06-01 14:51,310,청계광장 옆,113,2189.52
SPB-53937,2022-06-01 14:51,474,동대문역사문화공원역 1번출구 뒤편,19,1765.38
SPB-82009,2022-06-01 14:51,420,서울시 공공자전거 상암센터,57,2900
SPB-34903,2022-06-01 14:51,123,문화촌 공원,17,2109.44
SPB-35349,2022-06-01 14:51,659,제기역1번출구,54,4348.82
SPB-31615,2022-06-01 14:51,160,북아현동 가구거리,12,1074.24
SPB-54461,2022-06-01 14:51,106,합정역 7번출구 앞,105,11010
SPB-39620,2022-06-01 14:52,326,안국역 5번출구 앞,17,1329.98
SPB-59085,2022-06-01 14:52,385,종각역 5번출구,95,3310
SPB-52462,2022-06-01 14:52,368,SK 서린빌딩 앞,6,304.51
SPB-62647,2022-06-01 14:52,123,문화촌 공원,17,1900
SPB-31033,2022-06-01 14:52,625,답십리초등학교 앞(현대시장 옆),113,7223.03
SPB-37202,2022-06-01 14:52,379,서울역9번출구,2,111.2
SPB-60413,2022-06-01 14:53,358,성대입구 사거리,3,510
SPB-62932,2022-06-01 14:53,358,성대입구 사거리,5,510
SPB-47880,2022-06-01 14:53,409,누리꿈스퀘어 옆,9,1390
SPB-54656,2022-06-01 14:53,431,청계천 영도교,32,4630
SPB-63124,2022-06-01 14:53,664,서울시립대 건설공학관,86,4810
SPB-61118,2022-06-01 14:53,393,동대문역 8번 출구,53,2010
SPB-30358,2022-06-01 14:53,106,합정역 7번출구 앞,103,10896.83
SPB-62539,2022-06-01 14:54,464,삼청동 골목,9,1390
SPB-38277,2022-06-01 14:54,419,홈플러스 앞,105,16948.36
SPB-55990,2022-06-01 14:55,474,동대문역사문화공원역 1번출구 뒤편,1,0
SPB-60913,2022-06-01 14:55,144,공덕역 8번출구,10,1200
SPB-60531,2022-06-01 14:56,173,서대문역 8번출구 앞,16,1740
SPB-51220,2022-06-01 14:56,414,상암동주민센터 옆,28,2190
SPB-52640,2022-06-01 14:56,422,문화비축기지,18,872.8
SPB-51062,2022-06-01 14:57,431,청계천 영도교,13,960
SPB-33166,2022-06-01 14:57,347,동대문역사문화공원역 9번출구 앞,14,1759.63
SPB-42521,2022-06-01 14:57,481,신당역 10번 출구,7,725.9
SPB-54967,2022-06-01 14:57,354,포르투갈 대사관 앞,7,1400
SPB-41401,2022-06-01 14:57,314,국립현대미술관,8,909.95
SPB-30726,2022-06-01 14:57,116,일진아이윌아파트 옆,4,637.79
SPB-49519,2022-06-01 14:57,116,일진아이윌아파트 옆,4,600
SPB-51178,2022-06-01 14:58,310,청계광장 옆,106,2234.4
SPB-54980,2022-06-01 14:58,458,광화문역 5번출구,18,3170
SPB-50083,2022-06-01 14:58,399,서울역 센트럴 자이아파트,23,2303.34
SPB-47699,2022-06-01 14:58,395,경희궁 자이 2단지,5,1030
SPB-53112,2022-06-01 14:58,481,신당역 10번 출구,7,822.64
SPB-50716,2022-06-01 14:58,834,효창공원앞역 3번출구 뒤,12,1809.15
SPB-39715,2022-06-01 14:59,301,경복궁역 7번출구 앞,9,1836.89
SPB-46371,2022-06-01 14:59,355,서울사대부속초교 앞,3,410
SPB-62193,2022-06-01 14:59,819,선린인터넷 고등학교,26,3070
SPB-58823,2022-06-01 14:59,405,DMC빌 앞,5,483.62
SPB-54383,2022-06-01 15:00,354,포르투갈 대사관 앞,13,1720
SPB-47338,2022-06-01 15:00,354,포르투갈 대사관 앞,13,1700
SPB-83829,2022-06-01 15:00,145,공덕역 5번출구,3,730
SPB-55553,2022-06-01 15:01,314,국립현대미술관,10,980
SPB-52284,2022-06-01 15:01,314,국립현대미술관,14,996.36
SPB-32460,2022-06-01 15:01,316,종각역 1번출구 앞,8,781.89
SPB-58539,2022-06-01 15:01,466,롯데호텔,22,1840
SPB-56543,2022-06-01 15:01,452,동대문 종합시장 버스정류장,121,390
SPB-34205,2022-06-01 15:02,336,티마크 호텔 앞,56,1901.5
SPB-45590,2022-06-01 15:02,412,DMC산학협력연구센터 앞,4,656.5
SPB-56128,2022-06-01 15:02,371,동대입구역 6번출구 뒤,26,2009.26
SPB-50378,2022-06-01 15:02,371,동대입구역 6번출구 뒤,26,1953.95
SPB-52143,2022-06-01 15:02,403,부엉이공원 앞,4,1696.74
SPB-32566,2022-06-01 15:03,568,청계8가사거리 부근,8,1549.9
SPB-48881,2022-06-01 15:03,853,용산역 맞은편,49,3900
SPB-52581,2022-06-01 15:04,475,DDP 패션몰,20,3328.38
SPB-51567,2022-06-01 15:04,186,월드컵공원,82,1420
SPB-60664,2022-06-01 15:04,372,약수역 3번출구 뒤,7,700
SPB-59861,2022-06-01 15:05,372,약수역 3번출구 뒤,12,1450
SPB-59083,2022-06-01 15:05,853,용산역 맞은편,46,3950
SPB-43956,2022-06-01 15:05,440,하늘공원 입구,110,4796.56
SPB-42121,2022-06-01 15:05,440,하늘공원 입구,110,3983.38
SPB-55129,2022-06-01 15:05,440,하늘공원 입구,111,4115.75
SPB-35642,2022-06-01 15:05,186,월드컵공원,81,12502.76
SPB-80541,2022-06-01 15:05,614,용두동 사거리,9,1780
SPB-53463,2022-06-01 15:06,301,경복궁역 7번출구 앞,5,750
SPB-48265,2022-06-01 15:06,440,하늘공원 입구,110,4940
SPB-55296,2022-06-01 15:06,186,월드컵공원,4,377.25
SPB-58165,2022-06-01 15:06,450,효자동 삼거리,5,1039.77
SPB-32071,2022-06-01 15:06,458,광화문역 5번출구,7,811.91
SPB-55926,2022-06-01 15:07,310,청계광장 옆,4,456.03
SPB-58674,2022-06-01 15:07,433,을지로입구역 2번출구,30,910.59
SPB-35002,2022-06-01 15:07,180,충정로역 7번출구 아래,9,1635.52
SPB-63278,2022-06-01 15:07,342,대학로 마로니에공원,26,750
SPB-45846,2022-06-01 15:07,400,상암한화오벨리스크 1차 앞,179,12320
SPB-56641,2022-06-01 15:07,989,신응교(가좌로) 앞,44,2780
SPB-54589,2022-06-01 15:07,989,신응교(가좌로) 앞,45,2710
SPB-46776,2022-06-01 15:07,457,종로꽃시장 입구 옆,18,2030
SPB-56915,2022-06-01 15:08,331,을지로2가 사거리 북측,40,2510
SPB-53112,2022-06-01 15:08,393,동대문역 8번 출구,8,1017.4
SPB-33125,2022-06-01 15:08,806,전자랜드 본관 앞,13,1661.04
SPB-39843,2022-06-01 15:08,354,포르투갈 대사관 앞,43,4179.31
SPB-84960,2022-06-01 15:08,401,상암월드컵파크 10단지 앞,2,550
SPB-46339,2022-06-01 15:09,521,왕십리역 11번 출구 앞,32,2229.59
SPB-63223,2022-06-01 15:09,327,낙원상가 옆,23,1810
SPB-37315,2022-06-01 15:10,398,을지로3가역 3번출구,15,2002.3
SPB-33241,2022-06-01 15:10,327,낙원상가 옆,22,2242.61
SPB-55102,2022-06-01 15:10,440,하늘공원 입구,9,1730
SPB-59694,2022-06-01 15:10,440,하늘공원 입구,9,1770
SPB-46596,2022-06-01 15:11,171,임광빌딩 앞,16,2330
SPB-44011,2022-06-01 15:11,308,광화문 S타워 앞,15,674.8
SPB-43894,2022-06-01 15:11,418,월드컵경기장역 3번출구 옆,57,3763.76
SPB-44848,2022-06-01 15:11,144,공덕역 8번출구,15,1596.3
SPB-50283,2022-06-01 15:11,176,명지대학교 도서관,16,2540.23
SPB-82333,2022-06-01 15:12,340,혜화동 로터리,8,1850
SPB-62974,2022-06-01 15:12,419,홈플러스 앞,5,690
SPB-47025,2022-06-01 15:12,418,월드컵경기장역 3번출구 옆,55,3620
SPB-33767,2022-06-01 15:12,321,KEB 하나금융그룹 명동사옥 옆,8,1004.3
SPB-63029,2022-06-01 15:13,450,효자동 삼거리,9,840
SPB-51148,2022-06-01 15:13,307,서울역사박물관 앞,27,4050
SPB-57538,2022-06-01 15:13,383,신당역 12번 출구 뒤,23,1260
SPB-55927,2022-06-01 15:13,387,훈련원공원주차장 앞,10,1061.7
SPB-55328,2022-06-01 15:13,387,훈련원공원주차장 앞,10,950
SPB-42695,2022-06-01 15:13,321,KEB 하나금융그룹 명동사옥 옆,8,1078.57
SPB-53480,2022-06-01 15:13,590,건국대학교 (입학정보관),46,7260
SPB-48098,2022-06-01 15:14,354,포르투갈 대사관 앞,7,700
SPB-36805,2022-06-01 15:14,807,서울역 12번 출구 앞,18,1528.81
SPB-42792,2022-06-01 15:14,431,청계천 영도교,6,913.48
SPB-33162,2022-06-01 15:14,381,장충체육관,6,914.04
SPB-60006,2022-06-01 15:15,450,효자동 삼거리,8,840
SPB-47024,2022-06-01 15:15,354,포르투갈 대사관 앞,7,690
SPB-49065,2022-06-01 15:15,329,청계2가 사거리 옆,9,1130
SPB-55748,2022-06-01 15:15,371,동대입구역 6번출구 뒤,6,740
SPB-61569,2022-06-01 15:15,418,월드컵경기장역 3번출구 옆,2,60
SPB-35197,2022-06-01 15:15,436,이대역 5번출구,25,4219.92
SPB-51998,2022-06-01 15:15,393,동대문역 8번 출구,13,964.89
SPB-51100,2022-06-01 15:15,405,DMC빌 앞,46,1120
SPB-50783,2022-06-01 15:15,405,DMC빌 앞,46,1393.28
SPB-53952,2022-06-01 15:16,314,국립현대미술관,13,1250
SPB-35684,2022-06-01 15:16,436,이대역 5번출구,24,4321.64
SPB-55660,2022-06-01 15:16,383,신당역 12번 출구 뒤,7,908.9
SPB-34860,2022-06-01 15:16,127,현대벤처빌 앞,6,395.11
SPB-48836,2022-06-01 15:17,314,국립현대미술관,10,960
SPB-53736,2022-06-01 15:17,314,국립현대미술관,9,1000
SPB-43692,2022-06-01 15:17,314,국립현대미술관,12,1374.03
SPB-34476,2022-06-01 15:17,433,을지로입구역 2번출구,28,3480.96
SPB-40059,2022-06-01 15:17,393,동대문역 8번 출구,11,562.92
SPB-61606,2022-06-01 15:18,326,안국역 5번출구 앞,23,1870
SPB-36009,2022-06-01 15:18,326,안국역 5번출구 앞,23,1907.82
SPB-82012,2022-06-01 15:18,368,SK 서린빌딩 앞,24,2260
SPB-59791,2022-06-01 15:18,657,동대문롯데캐슬아파트 앞,37,5310
SPB-63120,2022-06-01 15:18,579,마장역 4번출구,31,3700
SPB-53801,2022-06-01 15:19,388,동성중학교 앞,8,1410
SPB-50759,2022-06-01 15:20,370,시청역(2호선) 9번출구 뒤,8,738.78
SPB-45870,2022-06-01 15:20,370,시청역(2호선) 9번출구 뒤,8,10
SPB-31039,2022-06-01 15:21,663,외대앞역 4번출구,111,19368.73
SPB-59985,2022-06-01 15:21,450,효자동 삼거리,39,4810
SPB-50083,2022-06-01 15:22,379,서울역9번출구,10,986.87
SPB-50190,2022-06-01 15:22,314,국립현대미술관,88,1650.47
SPB-40358,2022-06-01 15:22,418,월드컵경기장역 3번출구 옆,3,33.83
SPB-31791,2022-06-01 15:22,851,효창 푸르지오 앞,8,1340.93
SPB-56966,2022-06-01 15:23,635,시조사 앞 (청량고정문 옆),66,7540
SPB-44145,2022-06-01 15:23,635,시조사 앞 (청량고정문 옆),65,7849.01
SPB-80359,2022-06-01 15:23,418,월드컵경기장역 3번출구 옆,2,40
SPB-36543,2022-06-01 15:23,181,망원초록길 입구,25,3584.2
SPB-38387,2022-06-01 15:23,420,서울시 공공자전거 상암센터,86,5906.33
SPB-35229,2022-06-01 15:23,420,서울시 공공자전거 상암센터,87,0
SPB-44182,2022-06-01 15:24,301,경복궁역 7번출구 앞,15,1280.38
SPB-33020,2022-06-01 15:24,310,청계광장 옆,19,1460.77
SPB-56136,2022-06-01 15:24,318,광교사거리 남측,13,1550
SPB-57064,2022-06-01 15:24,409,누리꿈스퀘어 옆,25,1630
SPB-58274,2022-06-01 15:24,181,망원초록길 입구,24,3060.55
