"price","model","year","transmission","mileage","fuelType","tax","mpg","engineSize"
8500,"Fiesta",2016,"Manual",64866,"Petrol",145,47.9,1.6
14295,"Focus",2017,"Manual",36970,"Petrol",200,41.5,2
17495,"S-MAX",2016,"Manual",8151,"Diesel",125,56.5,2
12000,"Kuga",2016,"Manual",40148,"Diesel",125,60.1,2
10790,"Fiesta",2018,"Manual",12000,"Petrol",145,65.7,1
16298,"Kuga",2017,"Manual",35121,"Diesel",145,54.3,2
12000,"Fiesta",2018,"Manual",15313,"Petrol",145,65.7,1
8160,"Focus",2015,"Manual",63117,"Diesel",0,74.3,1.5
24479,"Galaxy",2019,"Semi-Auto",9770,"Diesel",145,54.3,2
10000,"Fiesta",2018,"Manual",12618,"Petrol",145,64.2,1.1
17350,"EcoSport",2019,"Automatic",1065,"Petrol",145,45.6,1
12950,"Fiesta",2017,"Manual",27000,"Petrol",150,47.9,1.6
9490,"Fiesta",2018,"Manual",15196,"Petrol",145,64.2,1.1
19900,"Galaxy",2017,"Manual",11111,"Diesel",125,56.5,2
10000,"Focus",2016,"Manual",30208,"Petrol",20,60.1,1
8999,"Focus",2016,"Manual",18086,"Petrol",20,60.1,1
9989,"Fiesta",2017,"Manual",5561,"Petrol",0,65.7,1
8790,"Fiesta",2017,"Manual",14398,"Petrol",145,65.7,1
4490,"Fiesta",2014,"Manual",51000,"Petrol",30,54.3,1.2
19490,"Tourneo Custom",2017,"Manual",23838,"Diesel",150,44.8,2
9989,"Fiesta",2017,"Manual",13998,"Petrol",0,65.7,1
9800,"Fiesta",2017,"Manual",18647,"Petrol",0,65.7,1
9598,"Focus",2015,"Manual",29577,"Diesel",20,67.3,1.6
7499,"Fiesta",2016,"Manual",27775,"Petrol",125,54.3,1.2
17499,"Focus",2019,"Automatic",1260,"Diesel",145,67.3,1.5
19995,"Kuga",2019,"Manual",10171,"Diesel",145,38.2,2
17490,"Mondeo",2017,"Automatic",22000,"Petrol",145,37.2,2
6992,"Mondeo",2016,"Manual",134000,"Diesel",20,67.3,2
14620,"S-MAX",2015,"Manual",30098,"Diesel",125,43.5,2
6150,"Fiesta",2013,"Manual",51341,"Petrol",0,65.7,1
18999,"Focus",2019,"Manual",9121,"Petrol",145,58.9,1
9500,"Kuga",2014,"Manual",55221,"Diesel",160,47.9,2
10995,"Focus",2016,"Manual",30923,"Diesel",0,74.3,1.5
7695,"Focus",2014,"Manual",51986,"Diesel",20,67.3,1.6
17891,"Focus",2018,"Manual",14384,"Petrol",145,41.5,2
23200,"Kuga",2019,"Manual",2017,"Diesel",145,37.7,2
6700,"Fiesta",2014,"Manual",47000,"Petrol",0,65.7,1
23996,"Focus",2019,"Manual",50,"Petrol",145,48.7,1
20750,"Mondeo",2019,"Manual",2986,"Diesel",145,51.4,2
6490,"Fiesta",2015,"Manual",26822,"Petrol",125,54.3,1.2
14998,"Kuga",2017,"Automatic",6829,"Petrol",150,38.2,1.5
14540,"Focus",2019,"Manual",6728,"Petrol",145,58.9,1
24995,"Kuga",2018,"Automatic",21516,"Diesel",140,54.3,2
10350,"Fiesta",2018,"Manual",10573,"Petrol",150,65.7,1
18680,"Focus",2019,"Automatic",8900,"Diesel",145,74.3,1.5
17520,"Focus",2019,"Manual",5342,"Petrol",145,60.1,1
12000,"Kuga",2017,"Manual",20000,"Petrol",165,45.6,1.5
8995,"B-MAX",2015,"Manual",28115,"Petrol",30,55.4,1
16599,"Galaxy",2017,"Automatic",41757,"Diesel",145,52.3,2
10200,"Fiesta",2017,"Manual",10343,"Petrol",125,54.3,1.2
13299,"Fiesta",2018,"Manual",8207,"Petrol",145,58.9,1
25000,"S-MAX",2019,"Manual",9544,"Diesel",145,54.3,2
11700,"Fiesta",2017,"Manual",37867,"Petrol",145,47.9,1.6
16900,"Focus",2018,"Manual",21931,"Petrol",150,41.5,2
13491,"Kuga",2017,"Manual",35417,"Diesel",125,60.1,2
10299,"Focus",2017,"Manual",30806,"Diesel",145,74.3,1.5
13495,"Fiesta",2019,"Manual",5014,"Petrol",145,58.9,1
9897,"Fiesta",2017,"Manual",19201,"Petrol",145,65.7,1
8920,"Fiesta",2015,"Manual",23068,"Diesel",0,78.5,1.5
9991,"Focus",2016,"Manual",47477,"Diesel",0,74.3,1.5
9489,"EcoSport",2017,"Manual",29500,"Petrol",145,52.3,1
17000,"EcoSport",2019,"Manual",1743,"Diesel",145,64.2,1.5
13200,"Focus",2018,"Manual",20597,"Petrol",145,57.7,1
10999,"Focus",2017,"Manual",16714,"Diesel",145,74.3,1.5
14500,"Fiesta",2020,"Manual",7,"Petrol",145,56.5,1
15250,"Fiesta",2018,"Manual",14108,"Petrol",145,62.8,1
10920,"Fiesta",2017,"Manual",19153,"Petrol",0,65.7,1
16997,"Focus",2019,"Manual",6837,"Petrol",150,60.1,1
11899,"Focus",2017,"Manual",17445,"Petrol",145,60.1,1
18499,"Focus",2018,"Manual",30687,"Petrol",145,41.5,2
10298,"C-MAX",2017,"Manual",24455,"Petrol",150,55.4,1
8998,"Focus",2015,"Manual",32492,"Diesel",0,74.3,1.5
8400,"Fiesta",2017,"Manual",15637,"Petrol",145,54.3,1.2
16000,"S-MAX",2016,"Manual",16030,"Diesel",125,56.5,2
10600,"Focus",2016,"Manual",22430,"Petrol",20,60.1,1
8997,"Fiesta",2014,"Semi-Auto",28000,"Petrol",0,57.7,1
16400,"Focus",2017,"Manual",25771,"Diesel",20,67.3,2
7500,"Ka+",2017,"Manual",26733,"Petrol",145,57.7,1.2
16298,"Focus",2019,"Automatic",12029,"Petrol",145,41.5,1
13000,"Fiesta",2019,"Manual",5728,"Petrol",145,56.5,1
9997,"Fiesta",2017,"Manual",23143,"Petrol",145,65.7,1
7552,"Fiesta",2014,"Manual",26219,"Petrol",30,54.3,1.2
17199,"Kuga",2018,"Manual",12459,"Petrol",145,39.2,1.5
10000,"EcoSport",2017,"Manual",19190,"Diesel",150,64.2,1.5
15590,"Kuga",2017,"Semi-Auto",17776,"Diesel",145,58.9,1.5
21000,"Fiesta",2020,"Manual",10,"Petrol",150,40.3,1.5
14499,"Kuga",2016,"Automatic",29386,"Petrol",235,38.2,1.5
7491,"Ka+",2017,"Manual",18084,"Petrol",30,57.7,1.2
17795,"Kuga",2019,"Manual",10200,"Petrol",145,34.4,1.5
11499,"B-MAX",2017,"Manual",8769,"Petrol",30,57.7,1
12950,"Fiesta",2018,"Semi-Auto",28438,"Petrol",145,54.3,1
13495,"Focus",2018,"Manual",23111,"Petrol",145,58.9,1
6500,"Focus",2013,"Manual",46260,"Petrol",30,55.4,1
11341,"Focus",2018,"Manual",18256,"Petrol",145,61.4,1
25799,"Focus",2019,"Manual",3871,"Diesel",145,50.4,2
9245,"Kuga",2014,"Manual",78800,"Diesel",200,47.9,2
17295,"Focus",2019,"Manual",4870,"Petrol",150,58.9,1
16995,"EcoSport",2019,"Manual",3500,"Petrol",145,53.3,1
9800,"Fiesta",2017,"Manual",23509,"Petrol",145,65.7,1
10600,"Ka+",2019,"Manual",2179,"Petrol",145,47.9,1.2
5048,"Focus",2012,"Manual",60100,"Petrol",20,58.9,1
17500,"EcoSport",2019,"Semi-Auto",1808,"Petrol",145,44.1,1
17799,"EcoSport",2019,"Manual",1524,"Petrol",150,51.4,1
19117,"Focus",2019,"Automatic",2538,"Diesel",145,64.2,2
10350,"Fiesta",2018,"Manual",6460,"Petrol",145,64.2,1.1
9271,"Fiesta",2018,"Manual",25884,"Petrol",145,60.1,1
9600,"Kuga",2014,"Manual",40608,"Diesel",150,53.3,2
7699,"Fiesta",2017,"Manual",37879,"Petrol",125,54.3,1.2
17990,"Galaxy",2016,"Manual",24276,"Diesel",125,56.5,2
12495,"Fiesta",2017,"Manual",13174,"Petrol",150,47.9,1.6
6990,"Fiesta",2015,"Manual",28000,"Diesel",0,88.3,1.5
10491,"Focus",2016,"Manual",30970,"Diesel",0,74.3,1.5
9998,"Fiesta",2017,"Manual",17227,"Petrol",145,65.7,1
15375,"Focus",2018,"Automatic",6660,"Petrol",145,50.4,1
8882,"Focus",2016,"Manual",39753,"Diesel",0,74.3,1.5
2991,"KA",2010,"Manual",91811,"Petrol",30,55.4,1.2
9491,"Fiesta",2017,"Manual",8173,"Petrol",0,65.7,1
9250,"Fiesta",2017,"Manual",59578,"Petrol",145,62.8,1
15600,"Kuga",2017,"Manual",27524,"Diesel",150,54.3,2
10790,"Kuga",2015,"Manual",33263,"Diesel",125,60.1,2
10990,"Focus",2017,"Manual",37287,"Diesel",150,74.3,1.5
9500,"Fiesta",2017,"Manual",15738,"Petrol",0,65.7,1
10998,"Fiesta",2017,"Manual",29797,"Diesel",0,78.5,1.5
19800,"Mondeo",2019,"Manual",22,"Diesel",145,65.7,2
11202,"Focus",2017,"Manual",26500,"Petrol",150,60.1,1
6592,"Fiesta",2016,"Manual",64753,"Diesel",0,78.5,1.5
16875,"EcoSport",2019,"Manual",500,"Petrol",145,51.4,1
5470,"Focus",2013,"Manual",76081,"Diesel",20,67.3,1.6
15995,"Kuga",2017,"Semi-Auto",27000,"Diesel",145,54.3,2
7410,"Fiesta",2015,"Manual",53593,"Diesel",0,78.5,1.5
2995,"Fiesta",2011,"Manual",94000,"Diesel",20,68.9,1.4
11590,"EcoSport",2017,"Manual",9862,"Petrol",125,52.3,1
10099,"EcoSport",2017,"Manual",10778,"Diesel",30,64.2,1.5
16970,"Focus",2019,"Manual",5802,"Petrol",145,60.1,1
16998,"Focus",2019,"Manual",12526,"Petrol",145,60.1,1
8490,"Fiesta",2015,"Manual",30000,"Petrol",20,62.8,1
10500,"Focus",2017,"Manual",19512,"Petrol",150,60.1,1
8398,"Focus",2016,"Manual",31221,"Petrol",20,61.4,1
9795,"Kuga",2013,"Automatic",57080,"Petrol",265,36.7,1.6
17990,"Galaxy",2016,"Manual",23300,"Diesel",125,56.5,2
5495,"B-MAX",2013,"Manual",62774,"Petrol",150,47.1,1.4
7500,"Fiesta",2014,"Semi-Auto",34000,"Petrol",0,57.7,1
8990,"Mondeo",2015,"Automatic",82000,"Diesel",125,58.9,2
11000,"Focus",2017,"Manual",34495,"Diesel",145,74.3,1.5
5399,"Focus",2013,"Manual",53183,"Petrol",20,58.9,1
9457,"Fiesta",2017,"Manual",10003,"Petrol",145,64.2,1.1
6495,"Focus",2013,"Manual",53707,"Diesel",20,67.3,1.6
10497,"Fiesta",2017,"Manual",20445,"Petrol",145,62.8,1
23999,"Focus",2019,"Manual",5834,"Diesel",145,50.4,2
9490,"EcoSport",2017,"Manual",8000,"Petrol",145,54.3,1
12500,"Focus",2017,"Semi-Auto",12118,"Petrol",125,51.4,1
4895,"KA",2014,"Manual",41760,"Petrol",30,57.7,1.2
10250,"Fiesta",2017,"Manual",26766,"Petrol",0,65.7,1
10295,"Fiesta",2016,"Semi-Auto",16830,"Petrol",0,57.7,1
15999,"Focus",2018,"Manual",8000,"Diesel",145,74.3,1.5
14199,"Focus",2018,"Manual",13883,"Petrol",145,58.9,1
19998,"Kuga",2017,"Semi-Auto",18471,"Diesel",145,54.3,2
16640,"Kuga",2017,"Semi-Auto",22001,"Diesel",145,54.3,2
11700,"Focus",2017,"Manual",18524,"Petrol",20,60.1,1
14000,"Kuga",2017,"Manual",20333,"Diesel",150,64.2,1.5
10495,"Kuga",2013,"Semi-Auto",50000,"Diesel",200,45.6,2
7990,"Focus",2015,"Manual",45323,"Diesel",20,67.3,1.6
13090,"Mondeo",2016,"Automatic",6763,"Petrol",160,44.8,1.5
10695,"Fiesta",2017,"Automatic",12974,"Petrol",145,57.7,1
7490,"Fiesta",2015,"Manual",69000,"Petrol",145,47.9,1.6
7499,"Kuga",2013,"Manual",67227,"Diesel",145,53.3,2
14280,"Focus",2018,"Manual",8900,"Petrol",145,57.7,1
19499,"Kuga",2018,"Semi-Auto",1514,"Diesel",145,58.9,1.5
20500,"Edge",2017,"Automatic",30255,"Diesel",165,48.7,2
10999,"Fiesta",2018,"Manual",28337,"Petrol",145,65.7,1
3495,"Focus",2008,"Manual",73000,"Petrol",200,42.2,1.6
13698,"Kuga",2015,"Manual",34332,"Diesel",145,54.3,2
7990,"Ka+",2017,"Manual",12194,"Petrol",145,57.7,1.2
15991,"Mondeo",2016,"Manual",33515,"Diesel",30,62.8,2
6650,"Ka+",2017,"Manual",16702,"Petrol",145,57.7,1.2
14495,"EcoSport",2018,"Manual",8750,"Petrol",145,54.3,1
10997,"Fiesta",2017,"Manual",5508,"Petrol",145,65.7,1
31991,"Mustang",2018,"Semi-Auto",28915,"Petrol",145,22.1,5
9690,"Fiesta",2017,"Manual",25644,"Petrol",0,65.7,1
21000,"Kuga",2018,"Automatic",18594,"Diesel",150,54.3,2
15999,"Mondeo",2017,"Manual",27858,"Diesel",145,62.8,2
10000,"Grand C-MAX",2016,"Manual",11969,"Diesel",30,64.2,1.5
6412,"Fiesta",2013,"Manual",32166,"Petrol",30,54.3,1.2
11599,"EcoSport",2018,"Manual",19000,"Petrol",150,54.3,1
12410,"Focus",2017,"Manual",4948,"Diesel",145,74.3,1.5
15800,"EcoSport",2019,"Manual",2121,"Petrol",145,53.3,1
17000,"Tourneo Connect",2019,"Manual",12815,"Diesel",145,48.7,1.5
10895,"Focus",2017,"Manual",21128,"Petrol",145,61.4,1
7691,"Fiesta",2015,"Manual",34296,"Petrol",0,65.7,1
10799,"Fiesta",2018,"Manual",31146,"Petrol",145,65.7,1
8795,"EcoSport",2016,"Manual",40600,"Petrol",125,53.3,1
8200,"Fiesta",2016,"Manual",29529,"Petrol",0,65.7,1
9491,"Fiesta",2017,"Manual",16892,"Petrol",145,65.7,1
16795,"Focus",2017,"Manual",20385,"Diesel",145,67.3,2
8000,"EcoSport",2014,"Manual",16323,"Diesel",30,61.4,1.5
9000,"C-MAX",2017,"Manual",33584,"Diesel",20,68.9,1.5
11995,"Fiesta",2018,"Manual",11981,"Petrol",150,65.7,1
15950,"Focus",2019,"Manual",9550,"Diesel",145,74.3,1.5
8450,"Ka+",2018,"Manual",10432,"Petrol",145,57.7,1.2
13399,"Fiesta",2019,"Manual",5525,"Petrol",145,56.5,1
13000,"Focus",2018,"Manual",15462,"Petrol",145,57.7,1
11498,"Focus",2017,"Semi-Auto",30917,"Petrol",125,51.4,1
13999,"Fiesta",2019,"Manual",13,"Petrol",145,55.4,1.1
14000,"Fiesta",2019,"Manual",11213,"Petrol",145,58.9,1
12995,"Fiesta",2018,"Manual",26900,"Diesel",145,88.3,1.5
4000,"Focus",2012,"Manual",107300,"Diesel",20,67.3,1.6
9298,"EcoSport",2017,"Manual",16770,"Petrol",145,44.8,1.5
19800,"Kuga",2019,"Manual",8638,"Diesel",145,36.7,2
15393,"Mondeo",2016,"Automatic",10969,"Petrol",235,38.2,2
11900,"Fiesta",2018,"Manual",12600,"Diesel",150,88.3,1.5
17400,"Focus",2018,"Manual",14398,"Petrol",145,41.5,2
13491,"Fiesta",2018,"Semi-Auto",3531,"Petrol",145,48.7,1
25000,"S-MAX",2019,"Automatic",13200,"Diesel",145,53.3,2
10698,"Grand C-MAX",2017,"Manual",29886,"Diesel",30,64.2,1.5
6250,"B-MAX",2013,"Automatic",25000,"Petrol",160,44.1,1.6
11800,"Kuga",2017,"Manual",29964,"Diesel",30,64.2,1.5
12995,"Tourneo Custom",2016,"Manual",73000,"Diesel",200,44.8,2
18500,"Focus",2018,"Manual",12514,"Petrol",145,41.5,2
8500,"Fiesta",2015,"Manual",24770,"Petrol",20,62.8,1
16000,"EcoSport",2019,"Manual",7684,"Petrol",150,51.4,1
16491,"Focus",2018,"Manual",13631,"Petrol",145,60.1,1
9999,"EcoSport",2017,"Manual",17453,"Petrol",125,53.3,1
13995,"EcoSport",2018,"Manual",21762,"Petrol",145,54.3,1
18998,"Focus",2017,"Manual",11913,"Petrol",145,41.5,2
8799,"Fiesta",2017,"Manual",18378,"Petrol",125,54.3,1.2
9699,"Fiesta",2017,"Manual",10516,"Petrol",0,65.7,1
8991,"Fiesta",2017,"Manual",15009,"Petrol",145,54.3,1.2
11800,"Fiesta",2018,"Manual",14024,"Petrol",145,62.8,1
15600,"Kuga",2017,"Semi-Auto",12000,"Diesel",145,58.9,1.5
18750,"Focus",2019,"Manual",5252,"Petrol",145,51.4,1.5
8699,"Fiesta",2017,"Manual",21149,"Petrol",125,54.3,1.2
9750,"EcoSport",2017,"Manual",21500,"Petrol",150,53.3,1
17990,"Kuga",2019,"Manual",12666,"Diesel",145,47.9,2
10799,"C-MAX",2017,"Manual",23736,"Diesel",20,68.9,1.5
10291,"Fiesta",2018,"Manual",7983,"Petrol",150,58.9,1
9880,"Fiesta",2015,"Manual",37666,"Petrol",145,47.9,1.6
9750,"Fiesta",2016,"Manual",22000,"Petrol",0,65.7,1
12995,"EcoSport",2018,"Manual",2135,"Petrol",145,54.3,1
8999,"Fiesta",2016,"Manual",55600,"Petrol",0,65.7,1
9999,"Fiesta",2017,"Manual",26250,"Petrol",150,65.7,1
7798,"Fiesta",2016,"Manual",56459,"Petrol",0,65.7,1
8225,"Fiesta",2016,"Manual",28850,"Petrol",0,65.7,1
14000,"EcoSport",2018,"Manual",9654,"Petrol",145,54.3,1
13495,"EcoSport",2018,"Semi-Auto",32000,"Petrol",150,48.7,1
18497,"Kuga",2017,"Automatic",13128,"Diesel",145,54.3,2
7798,"Ka+",2017,"Manual",12392,"Petrol",145,57.7,1.2
11998,"Focus",2017,"Manual",20986,"Petrol",145,57.7,1
9790,"Fiesta",2018,"Manual",20818,"Petrol",145,58.9,1
9498,"Kuga",2014,"Manual",35003,"Petrol",200,42.8,1.6
9998,"EcoSport",2017,"Semi-Auto",31788,"Petrol",165,44.8,1.5
10200,"Fiesta",2018,"Manual",16529,"Petrol",145,58.9,1
8591,"Fiesta",2017,"Manual",19295,"Petrol",145,64.2,1.1
9850,"C-MAX",2017,"Manual",23701,"Petrol",30,55.4,1
13750,"Fiesta",2019,"Manual",7156,"Petrol",145,58.9,1
12999,"Fiesta",2018,"Automatic",5813,"Petrol",145,54.3,1
10500,"Fiesta",2017,"Manual",17065,"Petrol",145,65.7,1
7793,"Mondeo",2017,"Manual",114000,"Diesel",30,65.7,2
8470,"Fiesta",2016,"Manual",32111,"Petrol",0,65.7,1
13195,"Focus",2018,"Manual",15010,"Diesel",145,74.3,1.5
10990,"Fiesta",2017,"Manual",23000,"Petrol",145,47.9,1.6
22470,"Kuga",2019,"Automatic",6511,"Diesel",145,42.2,2
17495,"Focus",2017,"Manual",25739,"Petrol",145,41.5,2
19300,"Focus",2019,"Automatic",2662,"Diesel",145,50.4,1.5
15699,"Kuga",2018,"Manual",14241,"Diesel",145,64.2,1.5
16610,"Fiesta",2019,"Manual",7128,"Petrol",145,55.4,1
15500,"Fiesta",2018,"Semi-Auto",1178,"Petrol",145,48.7,1
5490,"Fiesta",2015,"Manual",34000,"Petrol",125,54.3,1.2
8499,"Fiesta",2015,"Manual",13964,"Petrol",0,65.7,1
23000,"Galaxy",2016,"Automatic",25000,"Petrol",260,35.8,2
7210,"Mondeo",2015,"Manual",79700,"Diesel",0,78.5,1.6
14500,"Kuga",2018,"Manual",25451,"Diesel",145,64.2,1.5
11704,"Focus",2018,"Manual",13878,"Diesel",145,74.3,1.5
7500,"Fiesta",2016,"Manual",65140,"Petrol",0,65.7,1
1500,"Fusion",2004,"Automatic",59300,"Petrol",200,42.8,1.4
13998,"Kuga",2017,"Manual",35448,"Diesel",150,60.1,2
21769,"Puma",2020,"Manual",169,"Petrol",145,50.4,1
5000,"Focus",2013,"Manual",102500,"Diesel",20,67.3,1.6
11998,"Focus",2017,"Manual",8308,"Diesel",0,74.3,1.5
7591,"Fiesta",2017,"Manual",27546,"Petrol",125,54.3,1.2
8800,"Fiesta",2016,"Manual",35000,"Petrol",0,65.7,1
16300,"Fiesta",2019,"Manual",1854,"Petrol",145,60.1,1
13495,"Focus",2015,"Automatic",11600,"Petrol",150,46.3,1.5
18499,"Focus",2019,"Manual",7445,"Petrol",145,58.9,1
11200,"Fiesta",2018,"Manual",13537,"Petrol",145,65.7,1
5281,"B-MAX",2013,"Manual",63785,"Diesel",20,70.6,1.6
11499,"Focus",2017,"Manual",21063,"Diesel",0,74.3,1.5
12000,"Focus",2018,"Manual",12775,"Petrol",145,60.1,1
9400,"Ka+",2019,"Manual",6954,"Petrol",145,47.9,1.2
17390,"Focus",2019,"Manual",3058,"Petrol",145,60.1,1
17698,"Kuga",2017,"Manual",18075,"Diesel",145,54.3,2
16489,"Focus",2017,"Manual",17155,"Diesel",145,67.3,2
10657,"C-MAX",2016,"Automatic",4930,"Diesel",20,64.2,1.5
8995,"Fiesta",2014,"Semi-Auto",19797,"Petrol",150,47.9,1.6
8990,"Focus",2015,"Manual",34998,"Diesel",0,74.3,1.5
22000,"Focus",2019,"Automatic",13917,"Diesel",145,64.2,2
7449,"Fiesta",2015,"Manual",44074,"Diesel",0,76.4,1.5
5840,"Fiesta",2013,"Manual",60088,"Petrol",0,65.7,1
18999,"Kuga",2019,"Manual",6888,"Diesel",145,38.2,2
19303,"Edge",2017,"Semi-Auto",43745,"Diesel",200,47.9,2
9495,"Fiesta",2018,"Manual",15835,"Petrol",150,64.2,1.1
9898,"Fiesta",2017,"Manual",16973,"Petrol",145,65.7,1
17780,"Focus",2019,"Manual",10944,"Diesel",145,62.8,1.5
9400,"Fiesta",2016,"Manual",10791,"Petrol",125,54.3,1.2
7295,"Mondeo",2015,"Manual",74810,"Diesel",0,78.5,1.6
14299,"Focus",2018,"Manual",5729,"Diesel",145,74.3,1.5
7599,"Fiesta",2015,"Manual",24329,"Diesel",0,78.5,1.5
9000,"Ka+",2018,"Manual",10882,"Petrol",145,57.7,1.2
19500,"Mondeo",2019,"Manual",15,"Diesel",145,65.7,2
16299,"Focus",2019,"Manual",13592,"Petrol",145,60.1,1
13798,"Focus",2016,"Manual",24123,"Diesel",20,67.3,2
18970,"Kuga",2018,"Manual",7239,"Diesel",150,64.2,1.5
5492,"Focus",2015,"Manual",114000,"Diesel",0,74.3,1.5
13299,"Focus",2018,"Manual",10000,"Petrol",145,57.7,1
16150,"Fiesta",2019,"Semi-Auto",1952,"Petrol",145,48.7,1
10999,"Fiesta",2018,"Manual",35880,"Petrol",145,62.8,1
14430,"Kuga",2016,"Manual",15969,"Petrol",160,45.6,1.5
4790,"Fiesta",2013,"Manual",74128,"Petrol",0,65.7,1
16399,"EcoSport",2019,"Manual",3419,"Petrol",145,52.3,1
8950,"C-MAX",2015,"Manual",21182,"Diesel",20,68.9,1.5
7600,"Focus",2015,"Semi-Auto",31816,"Petrol",160,44.8,1.6
10298,"Kuga",2014,"Manual",35210,"Petrol",200,42.8,1.6
8500,"Fiesta",2016,"Manual",15542,"Petrol",125,54.3,1.2
7897,"Focus",2016,"Manual",52570,"Diesel",0,74.3,1.5
8599,"Fiesta",2017,"Manual",9000,"Petrol",125,54.3,1.2
10899,"Fiesta",2018,"Manual",9973,"Petrol",145,65.7,1
9110,"Fiesta",2016,"Manual",31120,"Petrol",0,65.7,1
12500,"Fiesta",2018,"Manual",900,"Petrol",150,58.9,1
12691,"Mondeo",2016,"Semi-Auto",26905,"Diesel",125,58.9,2
13495,"EcoSport",2018,"Manual",13221,"Petrol",145,53.3,1
7499,"Fiesta",2016,"Manual",22671,"Petrol",125,54.3,1.2
8400,"Fiesta",2015,"Manual",16083,"Petrol",0,65.7,1
18498,"Kuga",2018,"Manual",7796,"Diesel",145,54.3,1.5
12480,"Kuga",2017,"Manual",15284,"Petrol",160,45.6,1.5
10400,"Fiesta",2018,"Manual",6169,"Petrol",145,55.4,1.1
12795,"EcoSport",2018,"Manual",13500,"Diesel",145,68.9,1.5
15999,"Kuga",2017,"Automatic",9960,"Petrol",235,38.2,1.5
11500,"Kuga",2014,"Manual",38755,"Diesel",145,53.3,2
10750,"Focus",2017,"Manual",6245,"Petrol",20,60.1,1
18999,"EcoSport",2019,"Automatic",15,"Petrol",145,45.6,1
15999,"Fiesta",2020,"Manual",2012,"Petrol",145,60.1,1
6291,"Fiesta",2015,"Manual",68379,"Petrol",0,65.7,1
5498,"Fiesta",2013,"Manual",69990,"Petrol",30,54.3,1.2
7490,"Fiesta",2016,"Manual",45853,"Diesel",0,88.3,1.5
9400,"Ka+",2019,"Manual",6254,"Petrol",145,47.9,1.2
10990,"Focus",2018,"Manual",15302,"Petrol",150,60.1,1
19999,"Kuga",2019,"Manual",4185,"Diesel",145,47.9,2
12495,"Fiesta",2018,"Manual",18894,"Petrol",145,62.8,1
9500,"Focus",2015,"Manual",33496,"Diesel",0,74.3,1.5
7100,"Fiesta",2015,"Manual",33428,"Petrol",0,65.7,1
14200,"Focus",2019,"Manual",20986,"Diesel",145,80.7,1.5
5995,"Galaxy",2010,"Manual",113000,"Diesel",200,49.6,2
14995,"Fiesta",2020,"Manual",1798,"Petrol",145,56.5,1
6499,"Focus",2015,"Automatic",72000,"Petrol",165,44.8,1.6
16299,"S-MAX",2016,"Automatic",16974,"Diesel",145,52.3,2
10000,"Fiesta",2017,"Manual",28969,"Petrol",145,65.7,1
9998,"Fiesta",2017,"Manual",32336,"Diesel",0,78.5,1.5
18200,"Fiesta",2020,"Manual",50,"Petrol",145,55.4,1
7800,"Fiesta",2017,"Manual",34257,"Petrol",0,65.7,1
9900,"Fiesta",2016,"Manual",25028,"Petrol",20,62.8,1
27700,"Galaxy",2019,"Semi-Auto",9513,"Diesel",145,46.3,2
19800,"Kuga",2019,"Manual",11000,"Diesel",145,47.9,2
14795,"Fiesta",2018,"Manual",7006,"Petrol",145,55.4,1
27200,"Focus",2019,"Manual",4288,"Petrol",145,34.5,2.3
14495,"Focus",2017,"Manual",9814,"Petrol",145,51.4,1.5
13398,"Focus",2017,"Automatic",21649,"Petrol",145,46.3,1.5
10798,"Kuga",2014,"Manual",49989,"Diesel",160,47.9,2
13500,"Grand Tourneo Connect",2017,"Manual",19483,"Diesel",30,64.2,1.5
9500,"Fiesta",2018,"Manual",14562,"Petrol",145,55.4,1.1
13990,"Kuga",2018,"Manual",44000,"Diesel",145,54.3,2
11491,"Focus",2017,"Manual",19399,"Diesel",0,74.3,1.5
9100,"Fiesta",2016,"Manual",20540,"Petrol",0,65.7,1
19787,"Kuga",2019,"Manual",2770,"Petrol",145,39.2,1.5
7995,"Fiesta",2013,"Automatic",27500,"Petrol",145,47.9,1.6
7460,"Fiesta",2017,"Manual",40126,"Petrol",145,65.7,1
10990,"Fiesta",2018,"Manual",8183,"Petrol",150,65.7,1
6920,"Focus",2015,"Manual",62251,"Diesel",0,74.3,1.5
10600,"Grand C-MAX",2017,"Manual",31125,"Diesel",145,64.2,1.5
9998,"Fiesta",2016,"Manual",27154,"Petrol",20,62.8,1
10995,"Fiesta",2017,"Manual",1,"Petrol",145,65.7,1
10370,"Fiesta",2018,"Manual",34292,"Petrol",150,65.7,1
10000,"Fiesta",2016,"Automatic",3840,"Petrol",0,57.7,1
9495,"Mondeo",2016,"Manual",63372,"Diesel",30,64.2,2
12960,"Kuga",2015,"Manual",41392,"Petrol",160,45.6,1.5
29500,"Tourneo Custom",2019,"Manual",10450,"Diesel",145,31.7,2
9900,"Fiesta",2018,"Manual",30552,"Petrol",150,65.7,1
11500,"Focus",2016,"Manual",37446,"Diesel",0,74.3,1.5
10500,"C-MAX",2016,"Semi-Auto",34753,"Diesel",20,64.2,1.5
11295,"Fiesta",2017,"Automatic",12674,"Petrol",0,57.7,1
14750,"Focus",2019,"Manual",10963,"Petrol",150,58.9,1
10697,"Focus",2017,"Manual",22946,"Diesel",145,74.3,1.5
8999,"Focus",2016,"Manual",23784,"Petrol",20,60.1,1
15781,"Kuga",2018,"Manual",15709,"Diesel",145,60.1,2
9498,"Focus",2016,"Manual",18154,"Petrol",20,60.1,1
